date,description,amount,transaction_type,category
01/31/2024,Ola Cab,288.91,Debit,Transport
01/31/2024,House Rent,26118.33,Debit,Housing
02/01/2024,Travel Booking,17245.64,Debit,Travel
02/03/2024,BookMyShow Tickets,340.86,Debit,Entertainment
02/03/2024,ATM Withdrawal,1410.36,Debit,Others
02/03/2024,Reliance Fresh,562.62,Debit,Groceries
02/04/2024,Restaurant Dinner,2652.52,Debit,Food & Dining
02/04/2024,Salary Credit,88337.23,Credit,Salary
02/04/2024,Dividend Credit,6897.99,Credit,Investment
02/06/2024,BookMyShow Tickets,372.42,Debit,Entertainment
02/06/2024,Uber Ride,491.07,Debit,Transport
02/07/2024,Restaurant Dinner,2979.66,Debit,Food & Dining
02/07/2024,Refund Credit,1072.28,Credit,Refund
02/07/2024,Insurance Premium,4029.95,Debit,Insurance
02/10/2024,Flipkart Order,2608.47,Debit,Shopping
02/11/2024,DMart Purchase,2281.88,Debit,Groceries
02/11/2024,Zomato Food Delivery,476.49,Debit,Food & Dining
02/11/2024,Refund Credit,3187.68,Credit,Refund
02/12/2024,Transfer Received,1975.22,Credit,Transfer
02/14/2024,Reliance Fresh,176.2,Debit,Groceries
02/15/2024,Netflix Subscription,560.29,Debit,Entertainment
02/16/2024,MedPlus Medical Store,1340.05,Debit,Healthcare
02/16/2024,Myntra Fashion,847.02,Debit,Shopping
02/17/2024,Myntra Fashion,1223.74,Debit,Shopping
02/21/2024,Coffee Shop,451.51,Debit,Food & Dining
02/22/2024,School Fees,9222.1,Debit,Education
02/22/2024,Book Purchase,648.51,Debit,Education
02/22/2024,Apollo Pharmacy,1225.55,Debit,Healthcare
02/22/2024,Hair Salon,729.76,Debit,Personal Care
02/23/2024,Reliance Fresh,580.4,Debit,Groceries
02/25/2024,Dividend Credit,10782.86,Credit,Investment
02/26/2024,Rental Income,16871.29,Credit,Rental
02/27/2024,Netflix Subscription,410.54,Debit,Entertainment
02/29/2024,Refund Credit,2858.45,Credit,Refund
03/01/2024,Electricity Bill,4735.84,Debit,Utilities
03/01/2024,Airtel Mobile Bill,441.11,Debit,Utilities
03/01/2024,Petrol/Diesel,813.01,Debit,Transport
03/02/2024,Hotel Stay,9159.74,Debit,Travel
03/03/2024,Zomato Food Delivery,577.15,Debit,Food & Dining
03/04/2024,Ola Cab,369.9,Debit,Transport
03/06/2024,Hotel Stay,8868.94,Debit,Travel
03/08/2024,Metro Card Recharge,353.98,Debit,Transport
03/09/2024,House Rent,20105.24,Debit,Housing
03/09/2024,Online Course,2961.6,Debit,Education
03/10/2024,DMart Purchase,964.01,Debit,Groceries
03/11/2024,Rental Income,19404.08,Credit,Rental
03/14/2024,Netflix Subscription,626.67,Debit,Entertainment
03/14/2024,Jio Recharge,254.31,Debit,Utilities
03/14/2024,Dividend Credit,7040.28,Credit,Investment
03/15/2024,Maintenance Charges,820.51,Debit,Housing
03/15/2024,Hair Salon,784.36,Debit,Personal Care
03/17/2024,School Fees,4237.76,Debit,Education
03/17/2024,Water Bill,463.75,Debit,Utilities
03/19/2024,House Rent,10202.06,Debit,Housing
03/19/2024,Myntra Fashion,995.72,Debit,Shopping
03/19/2024,Flipkart Order,566.0,Debit,Shopping
03/20/2024,Spotify Premium,119.0,Debit,Entertainment
03/21/2024,Hotel Stay,8352.05,Debit,Travel
03/21/2024,PVR Cinemas,540.49,Debit,Entertainment
03/22/2024,Water Bill,384.05,Debit,Utilities
03/23/2024,Insurance Premium,6782.91,Debit,Insurance
03/23/2024,Gym Membership,1911.63,Debit,Healthcare
03/24/2024,MedPlus Medical Store,1251.74,Debit,Healthcare
03/25/2024,School Fees,7327.68,Debit,Education
03/29/2024,Reliance Fresh,279.03,Debit,Groceries
03/29/2024,Dividend Credit,14083.68,Credit,Investment
03/29/2024,Transfer Received,29083.59,Credit,Transfer
03/30/2024,Reliance Fresh,316.61,Debit,Groceries
03/31/2024,BookMyShow Tickets,910.04,Debit,Entertainment
03/31/2024,Petrol/Diesel,857.77,Debit,Transport
03/31/2024,ATM Withdrawal,3549.97,Debit,Others
04/01/2024,Myntra Fashion,3216.94,Debit,Shopping
04/02/2024,Zomato Food Delivery,230.32,Debit,Food & Dining
04/02/2024,School Fees,10167.57,Debit,Education
04/03/2024,BookMyShow Tickets,802.22,Debit,Entertainment
04/04/2024,Bonus Credit,33265.75,Credit,Bonus
04/04/2024,Netflix Subscription,181.12,Debit,Entertainment
04/06/2024,Refund Credit,2248.74,Credit,Refund
04/06/2024,Maintenance Charges,758.92,Debit,Housing
04/08/2024,Travel Booking,2900.05,Debit,Travel
04/09/2024,Myntra Fashion,3291.07,Debit,Shopping
04/09/2024,Amazon Purchase,6200.07,Debit,Shopping
04/10/2024,Online Course,738.63,Debit,Education
04/10/2024,Online Course,1192.54,Debit,Education
04/12/2024,Apollo Pharmacy,718.98,Debit,Healthcare
04/14/2024,Ola Cab,417.72,Debit,Transport
04/14/2024,Hair Salon,1053.91,Debit,Personal Care
04/15/2024,Insurance Premium,4898.36,Debit,Insurance
04/15/2024,Insurance Premium,5527.37,Debit,Insurance
04/15/2024,Swiggy Order,125.03,Debit,Food & Dining
04/15/2024,PVR Cinemas,759.61,Debit,Entertainment
04/17/2024,BigBasket Groceries,478.13,Debit,Groceries
04/18/2024,Interest Credit,829.63,Credit,Interest
04/18/2024,Insurance Premium,1272.57,Debit,Insurance
04/20/2024,Dividend Credit,2835.79,Credit,Investment
04/22/2024,Online Course,4876.31,Debit,Education
04/23/2024,Salary Credit,50755.36,Credit,Salary
04/24/2024,House Rent,11601.97,Debit,Housing
04/25/2024,Metro Card Recharge,375.1,Debit,Transport
04/28/2024,Myntra Fashion,1327.59,Debit,Shopping
04/28/2024,DMart Purchase,2888.42,Debit,Groceries
04/29/2024,DMart Purchase,2857.87,Debit,Groceries
04/29/2024,Freelance Payment,8317.53,Credit,Freelance
04/29/2024,Restaurant Dinner,2275.75,Debit,Food & Dining
05/05/2024,Bonus Credit,11151.9,Credit,Bonus
05/06/2024,House Rent,15429.28,Debit,Housing
05/07/2024,Travel Booking,17449.46,Debit,Travel
05/07/2024,ATM Withdrawal,2570.11,Debit,Others
05/07/2024,Airtel Mobile Bill,893.83,Debit,Utilities
05/07/2024,Refund Credit,547.94,Credit,Refund
05/07/2024,Spotify Premium,119.0,Debit,Entertainment
05/08/2024,Bonus Credit,29348.38,Credit,Bonus
05/08/2024,Coffee Shop,102.3,Debit,Food & Dining
05/08/2024,Rental Income,21966.79,Credit,Rental
05/11/2024,BigBasket Groceries,823.55,Debit,Groceries
05/11/2024,Petrol/Diesel,1403.31,Debit,Transport
05/12/2024,Travel Booking,5189.9,Debit,Travel
05/12/2024,Restaurant Dinner,1115.56,Debit,Food & Dining
05/13/2024,Uber Ride,378.46,Debit,Transport
05/15/2024,ATM Withdrawal,4351.33,Debit,Others
05/15/2024,Insurance Premium,2828.68,Debit,Insurance
05/15/2024,MedPlus Medical Store,1263.97,Debit,Healthcare
05/19/2024,Reliance Fresh,403.19,Debit,Groceries
05/19/2024,ATM Withdrawal,1944.43,Debit,Others
05/22/2024,Interest Credit,962.82,Credit,Interest
05/23/2024,Netflix Subscription,648.29,Debit,Entertainment
05/24/2024,Metro Card Recharge,774.55,Debit,Transport
05/24/2024,School Fees,2333.07,Debit,Education
05/24/2024,Bonus Credit,19454.79,Credit,Bonus
05/24/2024,Coffee Shop,372.52,Debit,Food & Dining
05/25/2024,Spotify Premium,119.0,Debit,Entertainment
05/27/2024,Coffee Shop,277.57,Debit,Food & Dining
05/27/2024,Water Bill,752.31,Debit,Utilities
05/28/2024,Water Bill,589.02,Debit,Utilities
05/29/2024,Swiggy Order,177.39,Debit,Food & Dining
05/29/2024,Hotel Stay,6935.05,Debit,Travel
05/29/2024,Insurance Premium,5530.42,Debit,Insurance
05/29/2024,Salary Credit,88403.43,Credit,Salary
05/30/2024,Spotify Premium,119.0,Debit,Entertainment
06/02/2024,Electricity Bill,998.03,Debit,Utilities
06/03/2024,Uber Ride,501.32,Debit,Transport
06/05/2024,Uber Ride,309.31,Debit,Transport
06/05/2024,Myntra Fashion,3815.04,Debit,Shopping
06/06/2024,Restaurant Dinner,599.01,Debit,Food & Dining
06/12/2024,Hair Salon,460.4,Debit,Personal Care
06/13/2024,Online Course,1782.19,Debit,Education
06/13/2024,Netflix Subscription,266.49,Debit,Entertainment
06/14/2024,Insurance Premium,5163.13,Debit,Insurance
06/15/2024,Transfer Received,47241.99,Credit,Transfer
06/15/2024,Spa & Wellness,621.52,Debit,Personal Care
06/17/2024,Uber Ride,500.64,Debit,Transport
06/18/2024,Spa & Wellness,2028.03,Debit,Personal Care
06/18/2024,Netflix Subscription,562.88,Debit,Entertainment
06/18/2024,Ola Cab,108.68,Debit,Transport
06/20/2024,Ola Cab,231.36,Debit,Transport
06/21/2024,Insurance Premium,7914.45,Debit,Insurance
06/21/2024,Reliance Fresh,1611.33,Debit,Groceries
06/22/2024,Dividend Credit,3778.15,Credit,Investment
06/23/2024,Transfer Received,34056.99,Credit,Transfer
06/23/2024,Uber Ride,237.09,Debit,Transport
06/25/2024,Netflix Subscription,581.28,Debit,Entertainment
06/25/2024,Petrol/Diesel,1432.4,Debit,Transport
06/26/2024,Myntra Fashion,3063.71,Debit,Shopping
06/26/2024,Spotify Premium,119.0,Debit,Entertainment
06/26/2024,BookMyShow Tickets,522.16,Debit,Entertainment
06/28/2024,Myntra Fashion,2939.94,Debit,Shopping
06/29/2024,Reliance Fresh,1406.48,Debit,Groceries
06/29/2024,BigBasket Groceries,2598.33,Debit,Groceries
06/30/2024,Book Purchase,1211.87,Debit,Education
07/03/2024,Insurance Premium,3599.24,Debit,Insurance
07/03/2024,Hotel Stay,4841.97,Debit,Travel
07/05/2024,Petrol/Diesel,3144.49,Debit,Transport
07/06/2024,Gym Membership,534.35,Debit,Healthcare
07/07/2024,School Fees,9275.96,Debit,Education
07/08/2024,Travel Booking,8881.54,Debit,Travel
07/08/2024,Hotel Stay,7917.31,Debit,Travel
07/08/2024,Uber Ride,185.61,Debit,Transport
07/10/2024,Uber Ride,524.41,Debit,Transport
07/11/2024,Book Purchase,1239.4,Debit,Education
07/11/2024,Dividend Credit,3233.85,Credit,Investment
07/13/2024,School Fees,2505.93,Debit,Education
07/14/2024,Gym Membership,506.11,Debit,Healthcare
07/18/2024,Metro Card Recharge,415.71,Debit,Transport
07/19/2024,House Rent,8659.12,Debit,Housing
07/19/2024,ATM Withdrawal,3386.82,Debit,Others
07/20/2024,ATM Withdrawal,3896.78,Debit,Others
07/20/2024,Swiggy Order,556.3,Debit,Food & Dining
07/21/2024,Book Purchase,236.61,Debit,Education
07/24/2024,Spa & Wellness,861.61,Debit,Personal Care
07/24/2024,Hair Salon,1489.44,Debit,Personal Care
07/24/2024,Uber Ride,561.0,Debit,Transport
07/25/2024,Metro Card Recharge,550.03,Debit,Transport
07/26/2024,Netflix Subscription,218.11,Debit,Entertainment
07/27/2024,Freelance Payment,17136.87,Credit,Freelance
07/28/2024,House Rent,11985.83,Debit,Housing
07/30/2024,Reliance Fresh,783.42,Debit,Groceries
07/30/2024,Spotify Premium,119.0,Debit,Entertainment
07/31/2024,Coffee Shop,394.55,Debit,Food & Dining
08/02/2024,Metro Card Recharge,506.98,Debit,Transport
08/03/2024,Amazon Purchase,7690.87,Debit,Shopping
08/03/2024,Insurance Premium,5567.81,Debit,Insurance
08/04/2024,Ola Cab,60.52,Debit,Transport
08/05/2024,BigBasket Groceries,3828.35,Debit,Groceries
08/06/2024,MedPlus Medical Store,721.47,Debit,Healthcare
08/07/2024,School Fees,4391.41,Debit,Education
08/08/2024,Zomato Food Delivery,677.43,Debit,Food & Dining
08/10/2024,Bonus Credit,15162.98,Credit,Bonus
08/11/2024,Bonus Credit,12967.7,Credit,Bonus
08/11/2024,Maintenance Charges,1045.4,Debit,Housing
08/12/2024,BigBasket Groceries,2245.56,Debit,Groceries
08/12/2024,Hotel Stay,9608.04,Debit,Travel
08/15/2024,MedPlus Medical Store,990.44,Debit,Healthcare
08/15/2024,Freelance Payment,14392.01,Credit,Freelance
08/15/2024,PVR Cinemas,270.16,Debit,Entertainment
08/16/2024,Travel Booking,2549.64,Debit,Travel
08/16/2024,ATM Withdrawal,4282.23,Debit,Others
08/16/2024,Online Course,4447.32,Debit,Education
08/17/2024,Uber Ride,140.23,Debit,Transport
08/17/2024,Netflix Subscription,474.28,Debit,Entertainment
08/19/2024,PVR Cinemas,364.92,Debit,Entertainment
08/20/2024,MedPlus Medical Store,202.05,Debit,Healthcare
08/22/2024,Refund Credit,4786.17,Credit,Refund
08/24/2024,Uber Ride,245.86,Debit,Transport
08/25/2024,Transfer Received,20955.15,Credit,Transfer
08/25/2024,MedPlus Medical Store,980.21,Debit,Healthcare
08/25/2024,Ola Cab,281.17,Debit,Transport
08/27/2024,Online Course,3568.58,Debit,Education
08/27/2024,DMart Purchase,1446.45,Debit,Groceries
08/28/2024,Cashback Credit,163.13,Credit,Cashback
08/29/2024,Zomato Food Delivery,190.88,Debit,Food & Dining
08/30/2024,Book Purchase,316.55,Debit,Education
08/30/2024,Petrol/Diesel,2032.48,Debit,Transport
08/30/2024,Spotify Premium,119.0,Debit,Entertainment
08/31/2024,Airtel Mobile Bill,369.31,Debit,Utilities
09/01/2024,Spa & Wellness,2823.15,Debit,Personal Care
09/01/2024,Online Course,4655.03,Debit,Education
09/01/2024,Hotel Stay,7720.3,Debit,Travel
09/01/2024,Book Purchase,957.69,Debit,Education
09/02/2024,House Rent,26614.98,Debit,Housing
09/03/2024,Jio Recharge,357.62,Debit,Utilities
09/04/2024,Spa & Wellness,945.49,Debit,Personal Care
09/04/2024,BookMyShow Tickets,1031.09,Debit,Entertainment
09/05/2024,School Fees,4001.08,Debit,Education
09/05/2024,DMart Purchase,2723.21,Debit,Groceries
09/05/2024,Gym Membership,585.71,Debit,Healthcare
09/06/2024,Flipkart Order,4266.67,Debit,Shopping
09/06/2024,Reliance Fresh,1917.51,Debit,Groceries
09/06/2024,Book Purchase,459.27,Debit,Education
09/08/2024,Airtel Mobile Bill,670.25,Debit,Utilities
09/11/2024,Metro Card Recharge,333.82,Debit,Transport
09/12/2024,Gym Membership,763.05,Debit,Healthcare
09/13/2024,Jio Recharge,519.08,Debit,Utilities
09/14/2024,Swiggy Order,655.67,Debit,Food & Dining
09/14/2024,Netflix Subscription,527.92,Debit,Entertainment
09/15/2024,BigBasket Groceries,849.01,Debit,Groceries
09/16/2024,Insurance Premium,5959.59,Debit,Insurance
09/17/2024,Coffee Shop,319.14,Debit,Food & Dining
09/17/2024,Swiggy Order,129.81,Debit,Food & Dining
09/17/2024,Maintenance Charges,849.86,Debit,Housing
09/17/2024,School Fees,3289.82,Debit,Education
09/18/2024,PVR Cinemas,759.62,Debit,Entertainment
09/20/2024,Apollo Pharmacy,1214.03,Debit,Healthcare
09/20/2024,Flipkart Order,1508.47,Debit,Shopping
09/21/2024,BigBasket Groceries,3229.32,Debit,Groceries
09/22/2024,Amazon Purchase,4015.01,Debit,Shopping
09/23/2024,Petrol/Diesel,2049.84,Debit,Transport
09/23/2024,Apollo Pharmacy,465.35,Debit,Healthcare
09/25/2024,School Fees,8453.35,Debit,Education
09/25/2024,Interest Credit,860.5,Credit,Interest
09/28/2024,Petrol/Diesel,2215.1,Debit,Transport
09/28/2024,Reliance Fresh,1991.54,Debit,Groceries
10/01/2024,DMart Purchase,1280.18,Debit,Groceries
10/01/2024,Jio Recharge,478.65,Debit,Utilities
10/02/2024,Freelance Payment,29236.23,Credit,Freelance
10/02/2024,Freelance Payment,29437.46,Credit,Freelance
10/03/2024,Online Course,2735.26,Debit,Education
10/03/2024,Insurance Premium,7757.72,Debit,Insurance
10/03/2024,Freelance Payment,17373.32,Credit,Freelance
10/04/2024,Metro Card Recharge,710.24,Debit,Transport
10/05/2024,Netflix Subscription,250.31,Debit,Entertainment
10/05/2024,Amazon Purchase,3792.45,Debit,Shopping
10/06/2024,Flipkart Order,5073.81,Debit,Shopping
10/06/2024,Hair Salon,458.93,Debit,Personal Care
10/07/2024,Amazon Purchase,3278.82,Debit,Shopping
10/07/2024,BigBasket Groceries,1471.66,Debit,Groceries
10/07/2024,Electricity Bill,3734.26,Debit,Utilities
10/07/2024,ATM Withdrawal,4774.0,Debit,Others
10/09/2024,Reliance Fresh,214.51,Debit,Groceries
10/10/2024,PVR Cinemas,645.12,Debit,Entertainment
10/10/2024,Electricity Bill,1576.94,Debit,Utilities
10/11/2024,Water Bill,306.67,Debit,Utilities
10/12/2024,Cashback Credit,568.81,Credit,Cashback
10/14/2024,House Rent,13035.98,Debit,Housing
10/14/2024,Dividend Credit,8511.86,Credit,Investment
10/14/2024,Coffee Shop,88.39,Debit,Food & Dining
10/18/2024,Water Bill,694.92,Debit,Utilities
10/18/2024,Freelance Payment,13672.19,Credit,Freelance
10/19/2024,Netflix Subscription,239.47,Debit,Entertainment
10/20/2024,Ola Cab,221.13,Debit,Transport
10/22/2024,Restaurant Dinner,967.75,Debit,Food & Dining
10/23/2024,Uber Ride,538.84,Debit,Transport
10/23/2024,Refund Credit,1611.28,Credit,Refund
10/23/2024,Petrol/Diesel,2515.01,Debit,Transport
10/24/2024,PVR Cinemas,434.12,Debit,Entertainment
10/28/2024,Zomato Food Delivery,436.73,Debit,Food & Dining
10/28/2024,Apollo Pharmacy,1241.49,Debit,Healthcare
10/30/2024,Myntra Fashion,2587.13,Debit,Shopping
10/30/2024,Apollo Pharmacy,1115.32,Debit,Healthcare
11/02/2024,House Rent,23893.26,Debit,Housing
11/02/2024,PVR Cinemas,650.91,Debit,Entertainment
11/02/2024,DMart Purchase,1680.47,Debit,Groceries
11/03/2024,Hotel Stay,4043.61,Debit,Travel
11/04/2024,Book Purchase,376.52,Debit,Education
11/07/2024,Zomato Food Delivery,708.97,Debit,Food & Dining
11/07/2024,Water Bill,647.2,Debit,Utilities
11/08/2024,Refund Credit,1372.47,Credit,Refund
11/08/2024,Cashback Credit,69.77,Credit,Cashback
11/11/2024,Rental Income,20493.66,Credit,Rental
11/13/2024,Maintenance Charges,767.52,Debit,Housing
11/13/2024,Jio Recharge,241.86,Debit,Utilities
11/14/2024,Amazon Purchase,1624.43,Debit,Shopping
11/14/2024,Spa & Wellness,1159.72,Debit,Personal Care
11/14/2024,Electricity Bill,4132.5,Debit,Utilities
11/14/2024,School Fees,3174.52,Debit,Education
11/15/2024,Metro Card Recharge,391.53,Debit,Transport
11/16/2024,Amazon Purchase,4487.98,Debit,Shopping
11/16/2024,Book Purchase,634.31,Debit,Education
11/16/2024,Amazon Purchase,1328.91,Debit,Shopping
11/17/2024,Online Course,4716.7,Debit,Education
11/17/2024,Maintenance Charges,2806.51,Debit,Housing
11/18/2024,Petrol/Diesel,3884.69,Debit,Transport
11/19/2024,MedPlus Medical Store,836.13,Debit,Healthcare
11/20/2024,Amazon Purchase,2165.06,Debit,Shopping
11/20/2024,Spotify Premium,119.0,Debit,Entertainment
11/20/2024,Netflix Subscription,248.49,Debit,Entertainment
11/21/2024,Swiggy Order,562.24,Debit,Food & Dining
11/21/2024,Hair Salon,1453.0,Debit,Personal Care
11/22/2024,Coffee Shop,260.04,Debit,Food & Dining
11/22/2024,Electricity Bill,3073.67,Debit,Utilities
11/25/2024,Hotel Stay,6045.5,Debit,Travel
11/26/2024,School Fees,14538.96,Debit,Education
11/26/2024,Bonus Credit,6972.16,Credit,Bonus
11/27/2024,Salary Credit,119450.08,Credit,Salary
11/27/2024,Zomato Food Delivery,534.41,Debit,Food & Dining
11/28/2024,Rental Income,12758.45,Credit,Rental
11/30/2024,Myntra Fashion,1014.46,Debit,Shopping
11/30/2024,Transfer Received,14478.89,Credit,Transfer
11/30/2024,Coffee Shop,330.3,Debit,Food & Dining
11/30/2024,Insurance Premium,2026.69,Debit,Insurance
12/01/2024,Electricity Bill,871.01,Debit,Utilities
12/03/2024,Insurance Premium,3535.73,Debit,Insurance
12/04/2024,ATM Withdrawal,3629.42,Debit,Others
12/05/2024,Rental Income,24327.2,Credit,Rental
12/06/2024,Amazon Purchase,7856.46,Debit,Shopping
12/06/2024,Apollo Pharmacy,1456.02,Debit,Healthcare
12/07/2024,BookMyShow Tickets,483.73,Debit,Entertainment
12/08/2024,Electricity Bill,1867.23,Debit,Utilities
12/09/2024,Salary Credit,46100.16,Credit,Salary
12/11/2024,Ola Cab,64.03,Debit,Transport
12/11/2024,Gym Membership,1380.31,Debit,Healthcare
12/12/2024,Uber Ride,213.6,Debit,Transport
12/12/2024,Jio Recharge,298.65,Debit,Utilities
12/13/2024,School Fees,12965.57,Debit,Education
12/14/2024,DMart Purchase,1199.21,Debit,Groceries
12/14/2024,Salary Credit,110262.95,Credit,Salary
12/15/2024,Online Course,3002.85,Debit,Education
12/15/2024,Coffee Shop,318.71,Debit,Food & Dining
12/16/2024,Netflix Subscription,192.09,Debit,Entertainment
12/17/2024,Jio Recharge,303.14,Debit,Utilities
12/18/2024,Netflix Subscription,333.25,Debit,Entertainment
12/19/2024,Hotel Stay,8092.31,Debit,Travel
12/19/2024,Dividend Credit,12636.21,Credit,Investment
12/20/2024,Ola Cab,100.25,Debit,Transport
12/22/2024,PVR Cinemas,750.25,Debit,Entertainment
12/24/2024,MedPlus Medical Store,775.68,Debit,Healthcare
12/24/2024,Amazon Purchase,6398.58,Debit,Shopping
12/25/2024,Metro Card Recharge,692.58,Debit,Transport
12/25/2024,Insurance Premium,1547.0,Debit,Insurance
12/25/2024,Petrol/Diesel,2753.7,Debit,Transport
12/27/2024,Amazon Purchase,2217.48,Debit,Shopping
12/28/2024,Zomato Food Delivery,722.45,Debit,Food & Dining
12/28/2024,Hotel Stay,3690.6,Debit,Travel
12/28/2024,Netflix Subscription,611.45,Debit,Entertainment
12/29/2024,Refund Credit,2643.56,Credit,Refund
12/29/2024,Freelance Payment,10101.0,Credit,Freelance
01/01/2025,Ola Cab,64.65,Debit,Transport
01/01/2025,Online Course,4695.86,Debit,Education
01/02/2025,Ola Cab,269.95,Debit,Transport
01/03/2025,Refund Credit,1269.15,Credit,Refund
01/04/2025,Hotel Stay,6407.15,Debit,Travel
01/04/2025,Zomato Food Delivery,446.32,Debit,Food & Dining
01/05/2025,Insurance Premium,4300.22,Debit,Insurance
01/05/2025,MedPlus Medical Store,1371.21,Debit,Healthcare
01/05/2025,Apollo Pharmacy,1491.37,Debit,Healthcare
01/06/2025,School Fees,2695.33,Debit,Education
01/07/2025,BookMyShow Tickets,1111.43,Debit,Entertainment
01/09/2025,Reliance Fresh,638.92,Debit,Groceries
01/10/2025,Hotel Stay,2677.45,Debit,Travel
01/13/2025,Electricity Bill,2832.1,Debit,Utilities
01/14/2025,Apollo Pharmacy,1585.53,Debit,Healthcare
01/15/2025,Netflix Subscription,251.99,Debit,Entertainment
01/17/2025,Swiggy Order,406.28,Debit,Food & Dining
01/19/2025,PVR Cinemas,699.65,Debit,Entertainment
01/19/2025,Maintenance Charges,2430.94,Debit,Housing
01/20/2025,Netflix Subscription,229.99,Debit,Entertainment
01/21/2025,Maintenance Charges,2303.94,Debit,Housing
01/21/2025,Swiggy Order,597.21,Debit,Food & Dining
01/23/2025,Amazon Purchase,2272.42,Debit,Shopping
01/24/2025,Electricity Bill,1934.51,Debit,Utilities
01/25/2025,Spotify Premium,119.0,Debit,Entertainment
01/28/2025,Zomato Food Delivery,592.43,Debit,Food & Dining
01/29/2025,Reliance Fresh,652.85,Debit,Groceries
01/29/2025,Dividend Credit,5152.73,Credit,Investment
01/30/2025,MedPlus Medical Store,1273.07,Debit,Healthcare
01/31/2025,Spotify Premium,119.0,Debit,Entertainment
02/01/2025,Maintenance Charges,961.64,Debit,Housing
02/03/2025,Freelance Payment,6472.94,Credit,Freelance
02/03/2025,Refund Credit,4598.2,Credit,Refund
02/03/2025,Uber Ride,178.23,Debit,Transport
02/04/2025,Swiggy Order,477.37,Debit,Food & Dining
02/05/2025,Amazon Purchase,616.52,Debit,Shopping
02/05/2025,Uber Ride,276.47,Debit,Transport
02/06/2025,Zomato Food Delivery,122.17,Debit,Food & Dining
02/07/2025,Electricity Bill,4099.17,Debit,Utilities
02/07/2025,Myntra Fashion,2279.82,Debit,Shopping
02/08/2025,Dividend Credit,10808.76,Credit,Investment
02/10/2025,Gym Membership,1682.21,Debit,Healthcare
02/10/2025,Coffee Shop,304.22,Debit,Food & Dining
02/11/2025,House Rent,12643.4,Debit,Housing
02/11/2025,Bonus Credit,33057.61,Credit,Bonus
02/12/2025,Maintenance Charges,678.43,Debit,Housing
02/13/2025,Uber Ride,527.51,Debit,Transport
02/13/2025,House Rent,28110.48,Debit,Housing
02/14/2025,Electricity Bill,2662.33,Debit,Utilities
02/14/2025,Coffee Shop,327.32,Debit,Food & Dining
02/15/2025,Uber Ride,249.23,Debit,Transport
02/16/2025,Electricity Bill,2227.75,Debit,Utilities
02/16/2025,BigBasket Groceries,3621.64,Debit,Groceries
02/19/2025,Spotify Premium,119.0,Debit,Entertainment
02/20/2025,Uber Ride,262.66,Debit,Transport
02/20/2025,Hair Salon,215.6,Debit,Personal Care
02/22/2025,Maintenance Charges,1517.31,Debit,Housing
02/22/2025,Airtel Mobile Bill,583.12,Debit,Utilities
02/22/2025,BookMyShow Tickets,1381.4,Debit,Entertainment
02/25/2025,MedPlus Medical Store,288.64,Debit,Healthcare
02/27/2025,Bonus Credit,7368.76,Credit,Bonus
03/01/2025,Insurance Premium,1432.84,Debit,Insurance
03/01/2025,Bonus Credit,40583.94,Credit,Bonus
03/01/2025,School Fees,10013.96,Debit,Education
03/02/2025,ATM Withdrawal,1959.69,Debit,Others
03/03/2025,BigBasket Groceries,600.49,Debit,Groceries
03/06/2025,Travel Booking,18480.19,Debit,Travel
03/07/2025,Water Bill,610.84,Debit,Utilities
03/08/2025,Salary Credit,49342.72,Credit,Salary
03/08/2025,Zomato Food Delivery,479.1,Debit,Food & Dining
03/09/2025,Petrol/Diesel,3151.8,Debit,Transport
03/09/2025,DMart Purchase,443.62,Debit,Groceries
03/09/2025,Travel Booking,15976.62,Debit,Travel
03/10/2025,Insurance Premium,7921.97,Debit,Insurance
03/10/2025,House Rent,23083.47,Debit,Housing
03/10/2025,Electricity Bill,2897.39,Debit,Utilities
03/12/2025,Reliance Fresh,303.55,Debit,Groceries
03/15/2025,Airtel Mobile Bill,906.25,Debit,Utilities
03/15/2025,PVR Cinemas,783.41,Debit,Entertainment
03/16/2025,Petrol/Diesel,551.91,Debit,Transport
03/16/2025,Zomato Food Delivery,565.41,Debit,Food & Dining
03/16/2025,House Rent,15753.66,Debit,Housing
03/18/2025,Maintenance Charges,2566.17,Debit,Housing
03/18/2025,Gym Membership,1591.83,Debit,Healthcare
03/19/2025,Flipkart Order,601.14,Debit,Shopping
03/19/2025,Hotel Stay,9912.43,Debit,Travel
03/19/2025,Jio Recharge,298.42,Debit,Utilities
03/20/2025,Hotel Stay,5283.98,Debit,Travel
03/21/2025,Bonus Credit,40438.59,Credit,Bonus
03/22/2025,Reliance Fresh,157.12,Debit,Groceries
03/22/2025,Bonus Credit,44989.65,Credit,Bonus
03/24/2025,House Rent,26437.44,Debit,Housing
03/24/2025,Online Course,1316.94,Debit,Education
03/26/2025,MedPlus Medical Store,1023.59,Debit,Healthcare
03/26/2025,School Fees,4132.18,Debit,Education
03/27/2025,Electricity Bill,4044.19,Debit,Utilities
03/28/2025,House Rent,17020.19,Debit,Housing
03/28/2025,DMart Purchase,667.81,Debit,Groceries
03/28/2025,Netflix Subscription,177.05,Debit,Entertainment
03/30/2025,Water Bill,635.59,Debit,Utilities
03/30/2025,Travel Booking,6103.14,Debit,Travel
04/01/2025,Transfer Received,46431.17,Credit,Transfer
04/01/2025,Reliance Fresh,548.72,Debit,Groceries
04/03/2025,Maintenance Charges,740.22,Debit,Housing
