date,description,amount,transaction_type,category
2022-10-12,Cashback Credit,₹362.15,credit,Income
2022-10-12,Apollo Pharmacy,"₹1,447.18",debit,Healthcare
2022-10-13,Tally Software,"₹9,000.00",debit,Subscriptions
2022-10-14,Namecheap Domain,"₹1,271.60",debit,Utilities
2022-10-14,Equipment Purchase,"₹14,080.50",debit,Shopping
2022-10-15,DMart Purchase,"₹3,201.01",debit,Groceries
2022-10-16,Uber Ride,₹355.24,debit,Transportation
2022-10-17,Gaming Recharge,₹79.89,debit,Entertainment
2022-10-18,Reliance Fresh,"₹1,068.79",debit,Groceries
2022-10-18,Hostinger Hosting,"₹4,214.64",debit,Utilities
2022-10-19,Namecheap Domain,"₹1,072.30",debit,Utilities
2022-10-19,Netflix Subscription,₹167.35,debit,Subscriptions
2022-10-20,Client Payment UPI,"₹22,279.76",credit,Income
2022-10-20,Hotstar Subscription,₹581.71,debit,Subscriptions
2022-10-22,YouTube Premium,₹139.00,debit,Subscriptions
2022-10-22,Zomato Food Delivery,₹306.80,debit,Food & Dining
2022-10-22,Gym Membership,"₹1,708.26",debit,Healthcare
2022-10-23,Meesho Order,₹693.25,debit,Shopping
2022-10-23,Swiggy Order,₹783.35,debit,Food & Dining
2022-10-23,Hostinger Hosting,"₹2,083.12",debit,Utilities
2022-10-23,Co-working Space,"₹3,429.96",debit,Housing
2022-10-24,Co-working Space,"₹8,750.38",debit,Housing
2022-10-24,BookMyShow Tickets,₹715.96,debit,Entertainment
2022-10-24,Notion Subscription,₹500.00,debit,Subscriptions
2022-10-25,Apollo Pharmacy,"₹1,217.16",debit,Healthcare
2022-10-26,Gym Membership,"₹1,300.60",debit,Healthcare
2022-10-28,Tally Software,"₹9,000.00",debit,Subscriptions
2022-10-29,1mg Medicine Order,"₹1,252.76",debit,Healthcare
2022-10-29,Client Meeting Cab,₹234.33,debit,Transportation
2022-10-30,BookMyShow Tickets,₹640.75,debit,Entertainment
2022-11-01,Co-working Space,"₹10,195.29",debit,Housing
2022-11-02,More Supermarket,₹939.23,debit,Groceries
2022-11-02,Ola Cab,₹204.98,debit,Transportation
2022-11-06,DMart Purchase,"₹1,133.68",debit,Groceries
2022-11-06,DMart Purchase,"₹3,015.88",debit,Groceries
2022-11-07,Course Sale Revenue,"₹20,025.33",credit,Income
2022-11-07,Client Meeting Cab,₹904.21,debit,Transportation
2022-11-08,Netflix Subscription,₹410.57,debit,Subscriptions
2022-11-09,Tally Software,"₹9,000.00",debit,Subscriptions
2022-11-10,Amazon Prime,₹594.82,debit,Subscriptions
2022-11-10,DMart Purchase,₹536.93,debit,Groceries
2022-11-11,Client Meeting Cab,₹588.31,debit,Transportation
2022-11-12,Uber Ride,₹318.17,debit,Transportation
2022-11-12,Myntra Fashion,₹765.79,debit,Shopping
2022-11-13,Amazon Prime,₹984.65,debit,Subscriptions
2022-11-13,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2022-11-14,Amazon Prime,₹949.12,debit,Subscriptions
2022-11-15,Rapido Bike Taxi,₹54.15,debit,Transportation
2022-11-15,PVR Cinemas,₹375.09,debit,Entertainment
2022-11-16,Rapido Bike Taxi,₹61.28,debit,Transportation
2022-11-17,Flipkart Order,₹927.87,debit,Shopping
2022-11-17,Project Milestone,"₹62,329.91",credit,Income
2022-11-18,Gaming Recharge,₹963.43,debit,Entertainment
2022-11-18,More Supermarket,₹414.00,debit,Groceries
2022-11-19,Refund Credit,"₹3,627.00",credit,Income
2022-11-19,Invoice Software,₹865.77,debit,Subscriptions
2022-11-19,Cashback Credit,₹159.84,credit,Income
2022-11-22,Amazon Prime,₹761.79,debit,Subscriptions
2022-11-23,Swiggy Order,₹291.97,debit,Food & Dining
2022-11-24,Namecheap Domain,"₹1,887.15",debit,Utilities
2022-11-24,Chartered Accountant Fee,"₹3,703.84",debit,Miscellaneous
2022-11-25,Tally Software,"₹9,000.00",debit,Subscriptions
2022-11-25,Rapido Bike Taxi,₹42.45,debit,Transportation
2022-11-26,Zomato Food Delivery,₹256.31,debit,Food & Dining
2022-11-27,Notion Subscription,₹500.00,debit,Subscriptions
2022-11-28,More Supermarket,"₹1,266.73",debit,Groceries
2022-11-28,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2022-11-30,Tally Software,"₹9,000.00",debit,Subscriptions
2022-12-01,Retainer Fee Credit,"₹44,131.84",credit,Income
2022-12-02,Course Sale Revenue,"₹29,801.29",credit,Income
2022-12-02,Reliance Fresh,"₹1,418.32",debit,Groceries
2022-12-03,Client Payment UPI,"₹88,356.21",credit,Income
2022-12-04,Amazon Purchase,"₹6,170.01",debit,Shopping
2022-12-04,Equipment Purchase,"₹8,628.72",debit,Shopping
2022-12-04,Tally Software,"₹9,000.00",debit,Subscriptions
2022-12-05,Zomato Food Delivery,₹348.33,debit,Food & Dining
2022-12-05,Tally Software,"₹9,000.00",debit,Subscriptions
2022-12-05,Equipment Purchase,"₹10,577.39",debit,Shopping
2022-12-07,Netflix Subscription,₹359.73,debit,Subscriptions
2022-12-07,Meesho Order,"₹1,390.58",debit,Shopping
2022-12-08,Gaming Recharge,₹434.32,debit,Entertainment
2022-12-09,1mg Medicine Order,₹728.56,debit,Healthcare
2022-12-10,Rapido Bike Taxi,₹68.38,debit,Transportation
2022-12-10,DMart Purchase,"₹2,748.52",debit,Groceries
2022-12-11,Hostinger Hosting,"₹2,919.33",debit,Utilities
2022-12-11,Project Milestone,"₹69,598.87",credit,Income
2022-12-11,Apollo Pharmacy,₹349.56,debit,Healthcare
2022-12-12,Hotstar Subscription,₹692.65,debit,Subscriptions
2022-12-12,Royalty Credit,"₹4,687.58",credit,Income
2022-12-12,Uber Ride,₹588.37,debit,Transportation
2022-12-12,Retainer Fee Credit,"₹31,166.82",credit,Income
2022-12-13,Equipment Purchase,"₹12,163.12",debit,Shopping
2022-12-13,Notion Subscription,₹500.00,debit,Subscriptions
2022-12-14,Meesho Order,₹761.62,debit,Shopping
2022-12-14,Refund Credit,"₹2,873.91",credit,Income
2022-12-15,Rapido Bike Taxi,₹108.91,debit,Transportation
2022-12-16,Flipkart Order,"₹1,977.30",debit,Shopping
2022-12-18,Meesho Order,₹530.81,debit,Shopping
2022-12-19,More Supermarket,₹711.80,debit,Groceries
2022-12-19,Notion Subscription,₹500.00,debit,Subscriptions
2022-12-19,Amazon Prime,₹691.23,debit,Subscriptions
2022-12-19,Retainer Fee Credit,"₹15,166.37",credit,Income
2022-12-19,Chartered Accountant Fee,"₹13,465.39",debit,Miscellaneous
2022-12-20,Invoice Software,"₹1,836.46",debit,Subscriptions
2022-12-20,Client Payment UPI,"₹24,135.81",credit,Income
2022-12-22,Zoom Pro,"₹1,300.00",debit,Subscriptions
2022-12-22,Course Sale Revenue,"₹14,005.64",credit,Income
2022-12-23,Refund Credit,"₹1,825.16",credit,Income
2022-12-23,Cashback Credit,₹83.40,credit,Income
2022-12-23,DMart Purchase,"₹1,321.47",debit,Groceries
2022-12-26,Swiggy Order,₹695.75,debit,Food & Dining
2022-12-29,Myntra Fashion,"₹3,118.11",debit,Shopping
2022-12-29,Hotstar Subscription,₹515.96,debit,Subscriptions
2022-12-30,Meesho Order,"₹1,215.10",debit,Shopping
2022-12-30,Netflix Subscription,₹221.73,debit,Subscriptions
2022-12-30,Client Payment UPI,"₹57,758.26",credit,Income
2022-12-31,Reliance Fresh,₹533.47,debit,Groceries
2023-01-02,Notion Subscription,₹500.00,debit,Subscriptions
2023-01-03,Notion Subscription,₹500.00,debit,Subscriptions
2023-01-04,DMart Purchase,"₹3,239.89",debit,Groceries
2023-01-04,Namecheap Domain,"₹1,602.10",debit,Utilities
2023-01-04,Invoice Software,₹572.05,debit,Subscriptions
2023-01-05,Ola Cab,₹421.34,debit,Transportation
2023-01-07,Namecheap Domain,"₹1,135.06",debit,Utilities
2023-01-07,Ola Cab,₹401.88,debit,Transportation
2023-01-08,Canva Pro,₹499.00,debit,Subscriptions
2023-01-08,Retainer Fee Credit,"₹32,527.22",credit,Income
2023-01-08,Client Meeting Cab,₹300.37,debit,Transportation
2023-01-08,Refund Credit,"₹3,976.43",credit,Income
2023-01-09,Canva Pro,₹499.00,debit,Subscriptions
2023-01-09,Amazon Purchase,"₹2,153.74",debit,Shopping
2023-01-11,1mg Medicine Order,₹655.85,debit,Healthcare
2023-01-11,Course Sale Revenue,"₹27,999.01",credit,Income
2023-01-12,Ajio Clothing,"₹1,989.38",debit,Shopping
2023-01-12,Client Payment UPI,"₹37,943.54",credit,Income
2023-01-13,Chartered Accountant Fee,"₹13,103.45",debit,Miscellaneous
2023-01-14,Myntra Fashion,"₹3,155.46",debit,Shopping
2023-01-14,Gym Membership,"₹2,242.58",debit,Healthcare
2023-01-14,Project Milestone,"₹93,593.66",credit,Income
2023-01-15,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-01-15,Meesho Order,₹781.98,debit,Shopping
2023-01-16,Royalty Credit,"₹14,123.67",credit,Income
2023-01-17,Amazon Prime,₹217.46,debit,Subscriptions
2023-01-17,PVR Cinemas,₹744.17,debit,Entertainment
2023-01-18,Invoice Software,"₹1,622.18",debit,Subscriptions
2023-01-18,Notion Subscription,₹500.00,debit,Subscriptions
2023-01-19,Myntra Fashion,"₹3,510.50",debit,Shopping
2023-01-19,Spotify Premium,₹119.00,debit,Subscriptions
2023-01-19,More Supermarket,₹426.75,debit,Groceries
2023-01-19,Retainer Fee Credit,"₹30,170.88",credit,Income
2023-01-22,Royalty Credit,"₹2,540.91",credit,Income
2023-01-22,Royalty Credit,"₹17,529.91",credit,Income
2023-01-22,Apollo Pharmacy,"₹1,230.01",debit,Healthcare
2023-01-23,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-01-23,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-01-23,Hotstar Subscription,₹362.31,debit,Subscriptions
2023-01-24,BigBasket Groceries,"₹3,772.35",debit,Groceries
2023-01-25,Hostinger Hosting,"₹3,167.59",debit,Utilities
2023-01-25,YouTube Premium,₹139.00,debit,Subscriptions
2023-01-28,Ajio Clothing,"₹3,261.86",debit,Shopping
2023-01-28,BookMyShow Tickets,₹755.02,debit,Entertainment
2023-01-28,Rapido Bike Taxi,₹52.32,debit,Transportation
2023-01-29,Myntra Fashion,"₹2,502.85",debit,Shopping
2023-01-29,Netflix Subscription,₹408.91,debit,Subscriptions
2023-01-31,Netflix Subscription,₹163.93,debit,Subscriptions
2023-01-31,Amazon Prime,₹379.05,debit,Subscriptions
2023-01-31,Meesho Order,"₹1,284.05",debit,Shopping
2023-02-01,Gaming Recharge,₹454.52,debit,Entertainment
2023-02-02,Uber Ride,₹456.05,debit,Transportation
2023-02-02,Chartered Accountant Fee,"₹3,341.41",debit,Miscellaneous
2023-02-02,Ajio Clothing,"₹3,197.56",debit,Shopping
2023-02-03,BookMyShow Tickets,"₹1,091.36",debit,Entertainment
2023-02-05,Netflix Subscription,₹514.17,debit,Subscriptions
2023-02-05,Swiggy Order,₹813.46,debit,Food & Dining
2023-02-06,Amazon Purchase,"₹6,700.56",debit,Shopping
2023-02-06,Royalty Credit,"₹15,621.35",credit,Income
2023-02-06,Zomato Food Delivery,₹198.71,debit,Food & Dining
2023-02-08,Netflix Subscription,₹521.46,debit,Subscriptions
2023-02-08,Uber Ride,₹253.35,debit,Transportation
2023-02-09,Refund Credit,"₹4,212.56",credit,Income
2023-02-09,Client Payment UPI,"₹19,681.20",credit,Income
2023-02-10,More Supermarket,₹985.84,debit,Groceries
2023-02-11,Client Payment UPI,"₹130,388.06",credit,Income
2023-02-12,1mg Medicine Order,₹946.59,debit,Healthcare
2023-02-13,Retainer Fee Credit,"₹14,221.13",credit,Income
2023-02-13,Amazon Prime,₹598.15,debit,Subscriptions
2023-02-13,Invoice Software,₹653.61,debit,Subscriptions
2023-02-13,Invoice Software,"₹1,785.51",debit,Subscriptions
2023-02-14,Gaming Recharge,₹438.06,debit,Entertainment
2023-02-15,Royalty Credit,"₹15,150.37",credit,Income
2023-02-15,Zomato Food Delivery,₹254.47,debit,Food & Dining
2023-02-15,Royalty Credit,"₹1,664.79",credit,Income
2023-02-17,BigBasket Groceries,"₹2,728.21",debit,Groceries
2023-02-17,Ola Cab,₹235.68,debit,Transportation
2023-02-17,Course Sale Revenue,"₹2,426.26",credit,Income
2023-02-17,Gaming Recharge,"₹1,086.52",debit,Entertainment
2023-02-18,Gaming Recharge,₹806.49,debit,Entertainment
2023-02-19,Equipment Purchase,"₹10,678.59",debit,Shopping
2023-02-19,Reliance Fresh,₹429.31,debit,Groceries
2023-02-20,Flipkart Order,"₹4,138.52",debit,Shopping
2023-02-21,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-02-21,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-02-23,Notion Subscription,₹500.00,debit,Subscriptions
2023-02-23,Tally Software,"₹9,000.00",debit,Subscriptions
2023-02-23,Namecheap Domain,"₹1,838.35",debit,Utilities
2023-02-24,Tally Software,"₹9,000.00",debit,Subscriptions
2023-02-24,Cashback Credit,₹926.82,credit,Income
2023-02-25,Myntra Fashion,"₹3,993.96",debit,Shopping
2023-02-25,PVR Cinemas,₹777.15,debit,Entertainment
2023-02-25,Apollo Pharmacy,"₹1,169.94",debit,Healthcare
2023-02-25,Ola Cab,₹124.07,debit,Transportation
2023-02-26,1mg Medicine Order,"₹1,210.17",debit,Healthcare
2023-02-26,Canva Pro,₹499.00,debit,Subscriptions
2023-02-26,Myntra Fashion,₹753.34,debit,Shopping
2023-02-26,Hotstar Subscription,₹402.61,debit,Subscriptions
2023-02-27,Reliance Fresh,₹998.28,debit,Groceries
2023-02-27,BookMyShow Tickets,"₹1,055.04",debit,Entertainment
2023-02-28,Retainer Fee Credit,"₹40,990.35",credit,Income
2023-02-28,More Supermarket,₹351.80,debit,Groceries
2023-02-28,Course Sale Revenue,"₹15,251.37",credit,Income
2023-02-28,Swiggy Order,₹553.45,debit,Food & Dining
2023-03-01,1mg Medicine Order,₹303.60,debit,Healthcare
2023-03-01,Equipment Purchase,"₹22,810.82",debit,Shopping
2023-03-02,Ola Cab,₹217.98,debit,Transportation
2023-03-03,YouTube Premium,₹139.00,debit,Subscriptions
2023-03-03,Ajio Clothing,"₹3,075.24",debit,Shopping
2023-03-04,Hotstar Subscription,₹685.94,debit,Subscriptions
2023-03-04,Gym Membership,"₹2,174.98",debit,Healthcare
2023-03-04,Netflix Subscription,₹377.93,debit,Subscriptions
2023-03-05,Gaming Recharge,₹945.71,debit,Entertainment
2023-03-05,Invoice Software,"₹1,581.08",debit,Subscriptions
2023-03-05,Tally Software,"₹9,000.00",debit,Subscriptions
2023-03-06,Refund Credit,"₹4,155.60",credit,Income
2023-03-07,Royalty Credit,"₹12,999.02",credit,Income
2023-03-07,Amazon Purchase,"₹6,208.15",debit,Shopping
2023-03-07,Course Sale Revenue,"₹12,653.28",credit,Income
2023-03-09,Tally Software,"₹9,000.00",debit,Subscriptions
2023-03-10,Flipkart Order,"₹4,734.54",debit,Shopping
2023-03-10,Co-working Space,"₹3,901.41",debit,Housing
2023-03-10,Canva Pro,₹499.00,debit,Subscriptions
2023-03-11,Myntra Fashion,"₹2,286.57",debit,Shopping
2023-03-12,Cashback Credit,₹243.35,credit,Income
2023-03-12,Course Sale Revenue,"₹17,381.81",credit,Income
2023-03-12,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-03-13,Client Payment UPI,"₹97,471.83",credit,Income
2023-03-13,Tally Software,"₹9,000.00",debit,Subscriptions
2023-03-14,Ajio Clothing,"₹1,699.82",debit,Shopping
2023-03-14,Hostinger Hosting,"₹4,272.68",debit,Utilities
2023-03-14,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-03-14,Hotstar Subscription,₹545.10,debit,Subscriptions
2023-03-14,More Supermarket,"₹1,332.84",debit,Groceries
2023-03-14,PVR Cinemas,₹251.36,debit,Entertainment
2023-03-15,Notion Subscription,₹500.00,debit,Subscriptions
2023-03-16,Rapido Bike Taxi,₹178.87,debit,Transportation
2023-03-16,Netflix Subscription,₹345.19,debit,Subscriptions
2023-03-18,PVR Cinemas,₹794.68,debit,Entertainment
2023-03-19,Invoice Software,₹634.55,debit,Subscriptions
2023-03-19,Retainer Fee Credit,"₹13,972.76",credit,Income
2023-03-20,Ajio Clothing,₹693.40,debit,Shopping
2023-03-20,PVR Cinemas,₹678.08,debit,Entertainment
2023-03-21,Flipkart Order,"₹1,496.82",debit,Shopping
2023-03-21,Royalty Credit,"₹5,478.22",credit,Income
2023-03-21,Project Milestone,"₹46,909.23",credit,Income
2023-03-22,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-03-22,Amazon Prime,₹224.79,debit,Subscriptions
2023-03-23,Chartered Accountant Fee,"₹6,758.34",debit,Miscellaneous
2023-03-24,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-03-24,Flipkart Order,"₹5,641.29",debit,Shopping
2023-03-27,Co-working Space,"₹6,328.42",debit,Housing
2023-03-27,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-03-27,More Supermarket,₹191.26,debit,Groceries
2023-03-28,Tally Software,"₹9,000.00",debit,Subscriptions
2023-03-29,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-03-30,Chartered Accountant Fee,"₹5,194.19",debit,Miscellaneous
2023-03-31,Zomato Food Delivery,₹734.03,debit,Food & Dining
2023-04-01,Gaming Recharge,"₹1,957.51",debit,Entertainment
2023-04-01,Chartered Accountant Fee,"₹8,866.72",debit,Miscellaneous
2023-04-03,Course Sale Revenue,"₹26,305.96",credit,Income
2023-04-03,Hotstar Subscription,₹583.85,debit,Subscriptions
2023-04-04,Tally Software,"₹9,000.00",debit,Subscriptions
2023-04-04,PVR Cinemas,₹351.34,debit,Entertainment
2023-04-05,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-04-05,Canva Pro,₹499.00,debit,Subscriptions
2023-04-06,YouTube Premium,₹139.00,debit,Subscriptions
2023-04-06,Namecheap Domain,"₹1,494.99",debit,Utilities
2023-04-06,Gym Membership,"₹1,004.75",debit,Healthcare
2023-04-07,Project Milestone,"₹20,239.13",credit,Income
2023-04-08,Refund Credit,"₹2,705.68",credit,Income
2023-04-09,Flipkart Order,"₹5,792.82",debit,Shopping
2023-04-10,Amazon Purchase,₹908.85,debit,Shopping
2023-04-11,Invoice Software,"₹1,422.60",debit,Subscriptions
2023-04-11,Myntra Fashion,"₹3,995.27",debit,Shopping
2023-04-11,Myntra Fashion,"₹3,170.20",debit,Shopping
2023-04-12,Hotstar Subscription,₹424.61,debit,Subscriptions
2023-04-13,Namecheap Domain,"₹1,477.36",debit,Utilities
2023-04-14,Refund Credit,"₹1,264.47",credit,Income
2023-04-14,Namecheap Domain,₹985.07,debit,Utilities
2023-04-17,Apollo Pharmacy,"₹1,260.23",debit,Healthcare
2023-04-17,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-04-18,Rapido Bike Taxi,₹88.43,debit,Transportation
2023-04-18,Tally Software,"₹9,000.00",debit,Subscriptions
2023-04-19,Apollo Pharmacy,₹136.86,debit,Healthcare
2023-04-19,DMart Purchase,"₹1,186.59",debit,Groceries
2023-04-19,Notion Subscription,₹500.00,debit,Subscriptions
2023-04-20,Course Sale Revenue,"₹23,316.34",credit,Income
2023-04-20,Co-working Space,"₹3,939.80",debit,Housing
2023-04-21,Reliance Fresh,₹319.30,debit,Groceries
2023-04-22,Course Sale Revenue,"₹16,172.19",credit,Income
2023-04-23,Uber Ride,₹356.71,debit,Transportation
2023-04-24,Amazon Prime,₹511.13,debit,Subscriptions
2023-04-24,Client Meeting Cab,₹303.23,debit,Transportation
2023-04-24,Cashback Credit,₹971.67,credit,Income
2023-04-24,Notion Subscription,₹500.00,debit,Subscriptions
2023-04-25,Ajio Clothing,"₹3,147.73",debit,Shopping
2023-04-25,Co-working Space,"₹3,993.55",debit,Housing
2023-04-25,Meesho Order,"₹1,710.90",debit,Shopping
2023-04-25,BigBasket Groceries,"₹3,217.75",debit,Groceries
2023-04-26,Uber Ride,₹417.93,debit,Transportation
2023-04-26,1mg Medicine Order,₹592.69,debit,Healthcare
2023-04-26,Hotstar Subscription,₹731.86,debit,Subscriptions
2023-04-26,Chartered Accountant Fee,"₹14,016.28",debit,Miscellaneous
2023-04-26,Uber Ride,₹225.02,debit,Transportation
2023-04-26,More Supermarket,₹524.23,debit,Groceries
2023-04-29,Meesho Order,"₹1,582.85",debit,Shopping
2023-04-29,Flipkart Order,"₹2,678.72",debit,Shopping
2023-04-30,DMart Purchase,"₹1,026.16",debit,Groceries
2023-04-30,Invoice Software,"₹1,116.43",debit,Subscriptions
2023-04-30,Rapido Bike Taxi,₹79.68,debit,Transportation
2023-05-01,Co-working Space,"₹10,358.90",debit,Housing
2023-05-01,Namecheap Domain,"₹1,868.86",debit,Utilities
2023-05-01,Client Payment UPI,"₹50,216.31",credit,Income
2023-05-01,Flipkart Order,"₹1,988.52",debit,Shopping
2023-05-01,Equipment Purchase,"₹48,606.09",debit,Shopping
2023-05-02,YouTube Premium,₹139.00,debit,Subscriptions
2023-05-02,Hotstar Subscription,₹171.79,debit,Subscriptions
2023-05-02,Uber Ride,₹115.61,debit,Transportation
2023-05-03,Canva Pro,₹499.00,debit,Subscriptions
2023-05-04,Netflix Subscription,₹471.97,debit,Subscriptions
2023-05-04,Zoom Pro,"₹1,300.00",debit,Subscriptions
2023-05-04,Invoice Software,"₹1,900.00",debit,Subscriptions
2023-05-05,Ola Cab,₹342.18,debit,Transportation
2023-05-06,YouTube Premium,₹139.00,debit,Subscriptions
2023-05-08,Flipkart Order,"₹5,300.34",debit,Shopping
2023-05-09,Ajio Clothing,"₹2,405.53",debit,Shopping
2023-05-09,Flipkart Order,"₹5,947.30",debit,Shopping
2023-05-09,More Supermarket,₹966.29,debit,Groceries
2023-05-09,Namecheap Domain,"₹1,023.23",debit,Utilities
2023-05-11,Uber Ride,₹566.96,debit,Transportation
2023-05-12,Amazon Purchase,"₹5,777.69",debit,Shopping
2023-05-12,Amazon Prime,₹907.21,debit,Subscriptions
2023-05-13,Equipment Purchase,"₹23,889.73",debit,Shopping
2023-05-13,Hotstar Subscription,₹333.03,debit,Subscriptions
2023-05-13,Refund Credit,"₹3,366.80",credit,Income
2023-05-13,YouTube Premium,₹139.00,debit,Subscriptions
2023-05-13,Course Sale Revenue,"₹6,087.74",credit,Income
2023-05-14,BookMyShow Tickets,"₹1,181.32",debit,Entertainment
2023-05-14,Amazon Prime,₹205.04,debit,Subscriptions
2023-05-14,Ajio Clothing,"₹2,069.85",debit,Shopping
2023-05-15,Royalty Credit,"₹6,777.54",credit,Income
2023-05-15,Amazon Prime,₹610.70,debit,Subscriptions
2023-05-17,PVR Cinemas,₹760.24,debit,Entertainment
2023-05-17,DMart Purchase,"₹2,550.85",debit,Groceries
2023-05-17,Gym Membership,₹814.90,debit,Healthcare
2023-05-18,Hostinger Hosting,"₹3,933.19",debit,Utilities
2023-05-19,Retainer Fee Credit,"₹19,526.80",credit,Income
2023-05-19,BookMyShow Tickets,₹805.46,debit,Entertainment
2023-05-19,Spotify Premium,₹119.00,debit,Subscriptions
2023-05-20,More Supermarket,₹304.71,debit,Groceries
2023-05-20,BigBasket Groceries,"₹2,308.51",debit,Groceries
2023-05-22,Invoice Software,"₹1,173.55",debit,Subscriptions
2023-05-22,Client Meeting Cab,₹889.59,debit,Transportation
2023-05-22,Royalty Credit,"₹2,064.88",credit,Income
2023-05-22,Retainer Fee Credit,"₹28,686.28",credit,Income
2023-05-25,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-05-25,Meesho Order,"₹1,890.17",debit,Shopping
2023-05-26,Ola Cab,₹198.70,debit,Transportation
2023-05-26,Ola Cab,₹217.45,debit,Transportation
2023-05-26,Spotify Premium,₹119.00,debit,Subscriptions
2023-05-27,Equipment Purchase,"₹17,706.80",debit,Shopping
2023-05-28,Apollo Pharmacy,"₹1,846.27",debit,Healthcare
2023-05-28,Co-working Space,"₹8,062.02",debit,Housing
2023-05-28,Reliance Fresh,₹669.24,debit,Groceries
2023-05-29,Apollo Pharmacy,"₹1,576.35",debit,Healthcare
2023-05-29,Swiggy Order,₹878.96,debit,Food & Dining
2023-05-30,Canva Pro,₹499.00,debit,Subscriptions
2023-05-31,Apollo Pharmacy,₹353.30,debit,Healthcare
2023-05-31,Equipment Purchase,"₹35,327.56",debit,Shopping
2023-06-01,Retainer Fee Credit,"₹25,196.62",credit,Income
2023-06-01,Namecheap Domain,"₹1,681.79",debit,Utilities
2023-06-02,Gym Membership,"₹2,310.95",debit,Healthcare
2023-06-03,Meesho Order,"₹1,975.96",debit,Shopping
2023-06-03,Meesho Order,"₹1,273.72",debit,Shopping
2023-06-03,Uber Ride,₹350.91,debit,Transportation
2023-06-04,BookMyShow Tickets,₹584.39,debit,Entertainment
2023-06-04,Refund Credit,"₹3,058.92",credit,Income
2023-06-06,Course Sale Revenue,"₹17,692.65",credit,Income
2023-06-06,Reliance Fresh,"₹1,224.92",debit,Groceries
2023-06-07,Equipment Purchase,"₹10,727.09",debit,Shopping
2023-06-08,Invoice Software,"₹1,070.46",debit,Subscriptions
2023-06-09,Rapido Bike Taxi,₹169.32,debit,Transportation
2023-06-10,Adobe Creative Cloud,"₹1,675.00",debit,Subscriptions
2023-06-11,Spotify Premium,₹119.00,debit,Subscriptions
2023-06-12,PVR Cinemas,₹273.77,debit,Entertainment
2023-06-13,PVR Cinemas,₹463.22,debit,Entertainment
2023-06-14,Zomato Food Delivery,₹292.55,debit,Food & Dining
2023-06-14,Course Sale Revenue,"₹28,697.70",credit,Income
2023-06-15,Gaming Recharge,₹998.60,debit,Entertainment
2023-06-15,Flipkart Order,"₹2,196.65",debit,Shopping
2023-06-16,Myntra Fashion,"₹3,293.69",debit,Shopping
2023-06-16,Canva Pro,₹499.00,debit,Subscriptions
2023-06-16,Canva Pro,₹499.00,debit,Subscriptions
2023-06-16,Spotify Premium,₹119.00,debit,Subscriptions
2023-06-16,Amazon Purchase,"₹2,173.11",debit,Shopping
2023-06-18,Course Sale Revenue,"₹15,016.42",credit,Income
2023-06-20,Swiggy Order,₹798.98,debit,Food & Dining
2023-06-21,Uber Ride,₹545.24,debit,Transportation
2023-06-21,Canva Pro,₹499.00,debit,Subscriptions
2023-06-22,Gaming Recharge,₹175.17,debit,Entertainment
2023-06-25,Myntra Fashion,"₹3,765.48",debit,Shopping
2023-06-25,Royalty Credit,"₹6,550.72",credit,Income
2023-06-25,Invoice Software,"₹1,122.62",debit,Subscriptions
2023-06-26,Notion Subscription,₹500.00,debit,Subscriptions
2023-06-26,LinkedIn Premium,"₹2,499.00",debit,Subscriptions
2023-06-26,Cashback Credit,₹263.10,credit,Income
2023-06-27,Retainer Fee Credit,"₹14,732.90",credit,Income
2023-06-27,Notion Subscription,₹500.00,debit,Subscriptions
2023-06-30,Retainer Fee Credit,"₹37,292.39",credit,Income
2023-06-30,Ajio Clothing,"₹2,758.24",debit,Shopping
2023-06-30,Rapido Bike Taxi,₹66.09,debit,Transportation
2023-06-30,DMart Purchase,"₹1,104.69",debit,Groceries
2023-07-01,Cashback Credit,₹532.55,credit,Income
2023-07-01,Client Meeting Cab,₹721.75,debit,Transportation
2023-07-02,Equipment Purchase,"₹30,938.72",debit,Shopping
2023-07-02,BigBasket Groceries,"₹3,974.55",debit,Groceries
2023-07-02,Gaming Recharge,₹148.74,debit,Entertainment
2023-07-02,Amazon Purchase,"₹3,821.34",debit,Shopping
2023-07-03,Myntra Fashion,"₹3,580.27",debit,Shopping
2023-07-03,Rapido Bike Taxi,₹103.23,debit,Transportation
2023-07-04,Chartered Accountant Fee,"₹8,436.70",debit,Miscellaneous
