date,description,amount,transaction_type
2021/03/21,Restaurant Dinner,707.73,debit
2021/03/22,Gym Membership,885.52,debit
2021/03/22,Flipkart Order,883.93,debit
2021/03/22,1mg Medicine Order,519.2,debit
2021/03/22,UPI Received,5098.17,credit
2021/03/22,DMart Purchase,606.39,debit
2021/03/23,1mg Medicine Order,415.21,debit
2021/03/24,Gym Membership,1991.93,debit
2021/03/24,Amazon Purchase,6289.9,debit
2021/03/24,Maintenance Charges,1338.56,debit
2021/03/24,Hotstar Subscription,487.01,debit
2021/03/25,More Supermarket,1636.78,debit
2021/03/25,Interest Credit,1021.13,credit
2021/03/26,Spotify Premium,119.0,debit
2021/03/26,Amazon Prime,229.33,debit
2021/03/26,1mg Medicine Order,1308.48,debit
2021/03/27,DMart Purchase,591.34,debit
2021/03/27,Jio Recharge,296.04,debit
2021/03/27,Transfer Received,27622.95,credit
2021/03/27,Coffee Shop,285.31,debit
2021/03/27,Electricity Bill,2276.0,debit
2021/03/27,Freelance Payment,10925.98,credit
2021/03/28,Ajio Clothing,1293.53,debit
2021/03/28,Coffee Shop,96.49,debit
2021/03/29,DMart Purchase,1829.6,debit
2021/03/29,Restaurant Dinner,2097.55,debit
2021/03/29,DMart Purchase,1347.19,debit
2021/03/29,Spa Treatment,2216.82,debit
2021/03/31,Maintenance Charges,1661.38,debit
2021/03/31,Amazon Purchase,824.59,debit
2021/04/01,PVR Cinemas,672.09,debit
2021/04/02,BigBasket Groceries,2178.7,debit
2021/04/04,Maintenance Charges,2989.73,debit
2021/04/05,ATM Withdrawal,2550.66,debit
2021/04/07,Metro Card Recharge,611.85,debit
2021/04/07,Newspaper Subscription,182.33,debit
2021/04/07,Spa Treatment,1763.19,debit
2021/04/07,Jio Recharge,392.41,debit
2021/04/08,Online Course,575.01,debit
2021/04/08,Newspaper Subscription,175.62,debit
2021/04/09,ATM Withdrawal,1036.46,debit
2021/04/11,Netflix Subscription,331.02,debit
2021/04/13,Doctor Consultation,1588.41,debit
2021/04/14,Meesho Order,1125.07,debit
2021/04/14,Bonus Credit,33401.52,credit
2021/04/14,Water Bill,318.84,debit
2021/04/15,Petrol / Diesel,3432.17,debit
2021/04/15,Parking Charges,265.51,debit
2021/04/16,Airtel Mobile Bill,478.02,debit
2021/04/17,Transfer Received,5641.35,credit
2021/04/19,Cashback Credit,495.08,credit
2021/04/19,Transfer Received,27100.7,credit
2021/04/21,Myntra Fashion,2192.55,debit
2021/04/22,Swiggy Order,733.69,debit
2021/04/22,Parking Charges,249.26,debit
2021/04/22,Spa Treatment,2166.09,debit
2021/04/22,DMart Purchase,1698.18,debit
2021/04/22,Gym Membership,2309.46,debit
2021/04/23,Maintenance Charges,2819.77,debit
2021/04/26,Apollo Pharmacy,528.53,debit
2021/04/28,Zomato Food Delivery,488.38,debit
2021/04/28,Rental Income,16414.14,credit
2021/04/29,1mg Medicine Order,561.4,debit
2021/04/30,Bonus Credit,29614.84,credit
2021/05/01,ATM Withdrawal,2666.78,debit
2021/05/03,Gym Membership,711.78,debit
2021/05/04,Apollo Pharmacy,1241.95,debit
2021/05/04,YouTube Premium,139.0,debit
2021/05/05,Ajio Clothing,663.68,debit
2021/05/05,Apollo Pharmacy,792.43,debit
2021/05/05,Dividend Credit,4856.48,credit
2021/05/05,Gaming Recharge,1650.03,debit
2021/05/07,Ola Cab,477.77,debit
2021/05/07,DMart Purchase,1013.26,debit
2021/05/08,Ajio Clothing,1756.61,debit
2021/05/08,Doctor Consultation,1134.84,debit
2021/05/08,1mg Medicine Order,1437.63,debit
2021/05/09,Spa Treatment,2002.18,debit
2021/05/09,Maintenance Charges,2467.87,debit
2021/05/11,Doctor Consultation,1543.47,debit
2021/05/12,Uber Ride,162.6,debit
2021/05/12,Ajio Clothing,3375.81,debit
2021/05/13,YouTube Premium,139.0,debit
2021/05/15,Interest Credit,2003.71,credit
2021/05/17,Interest Credit,548.28,credit
2021/05/17,Refund Credit,1093.92,credit
2021/05/19,Petrol / Diesel,3631.69,debit
2021/05/19,Doctor Consultation,604.81,debit
2021/05/22,Doctor Consultation,1097.79,debit
2021/05/23,Airtel Mobile Bill,869.75,debit
2021/05/25,School Fees,4316.5,debit
2021/05/26,Myntra Fashion,1944.93,debit
2021/05/26,Spa Treatment,825.47,debit
2021/05/27,Airtel Mobile Bill,709.11,debit
2021/05/27,Spa Treatment,2076.0,debit
2021/05/28,Parking Charges,214.53,debit
2021/05/29,Parking Charges,256.82,debit
2021/05/29,Book Purchase,724.19,debit
2021/05/29,UPI Received,8613.91,credit
2021/05/29,Reliance Fresh,997.5,debit
2021/05/29,Book Purchase,528.74,debit
2021/05/31,Gym Membership,2009.09,debit
2021/06/01,Meesho Order,1394.63,debit
2021/06/02,Insurance Premium,2686.07,debit
2021/06/02,Uber Ride,227.09,debit
2021/06/04,Metro Card Recharge,711.33,debit
2021/06/04,Insurance Premium,4968.21,debit
2021/06/04,Zomato Food Delivery,216.38,debit
2021/06/04,More Supermarket,748.16,debit
2021/06/05,Book Purchase,573.59,debit
2021/06/05,Restaurant Dinner,2841.69,debit
2021/06/05,Online Course,3913.26,debit
2021/06/07,Gaming Recharge,357.33,debit
2021/06/07,Uber Ride,444.2,debit
2021/06/08,BigBasket Groceries,1128.85,debit
2021/06/11,BigBasket Groceries,2951.99,debit
2021/06/11,More Supermarket,1695.84,debit
2021/06/11,Metro Card Recharge,993.88,debit
2021/06/12,Jio Recharge,267.97,debit
2021/06/13,Zomato Food Delivery,784.76,debit
2021/06/13,Salary Credit,44252.82,credit
2021/06/13,Myntra Fashion,2760.58,debit
2021/06/14,More Supermarket,917.21,debit
2021/06/15,Restaurant Dinner,2263.38,debit
2021/06/15,Zomato Food Delivery,624.08,debit
2021/06/17,Spa Treatment,835.98,debit
2021/06/18,Apollo Pharmacy,1658.77,debit
2021/06/18,Newspaper Subscription,144.96,debit
2021/06/19,Netflix Subscription,324.79,debit
2021/06/19,Airtel Mobile Bill,505.26,debit
2021/06/19,Restaurant Dinner,2114.65,debit
2021/06/20,Amazon Purchase,4434.3,debit
2021/06/21,Hotstar Subscription,292.35,debit
2021/06/22,BookMyShow Tickets,813.72,debit
2021/06/22,Spotify Premium,119.0,debit
2021/06/22,Spotify Premium,119.0,debit
2021/06/23,PVR Cinemas,336.04,debit
2021/06/23,Netflix Subscription,356.08,debit
2021/06/25,School Fees,5244.45,debit
2021/06/26,Meesho Order,643.85,debit
2021/06/28,Hair Salon,1365.23,debit
2021/06/28,Gym Membership,607.03,debit
2021/06/30,Bonus Credit,18397.96,credit
2021/06/30,Water Bill,652.08,debit
2021/06/30,Transfer Received,45955.21,credit
2021/06/30,Doctor Consultation,632.85,debit
2021/07/01,Jio Recharge,377.99,debit
2021/07/03,Flipkart Order,5529.93,debit
2021/07/03,Spotify Premium,119.0,debit
2021/07/04,Bonus Credit,45864.68,credit
2021/07/05,Apollo Pharmacy,1353.35,debit
2021/07/05,UPI Received,7359.1,credit
2021/07/05,Online Course,1212.48,debit
2021/07/06,Coffee Shop,154.18,debit
2021/07/08,Doctor Consultation,1580.55,debit
2021/07/09,Salary Credit,118765.83,credit
2021/07/10,Restaurant Dinner,2231.25,debit
2021/07/10,Interest Credit,1681.82,credit
2021/07/11,Swiggy Order,379.62,debit
2021/07/11,Hotstar Subscription,300.48,debit
2021/07/11,Gaming Recharge,755.24,debit
2021/07/12,Gaming Recharge,1219.17,debit
2021/07/12,Gaming Recharge,1223.09,debit
2021/07/13,Airtel Mobile Bill,449.74,debit
2021/07/13,School Fees,10634.75,debit
2021/07/13,Parking Charges,108.98,debit
2021/07/14,Insurance Premium,7663.79,debit
2021/07/14,Insurance Premium,6989.93,debit
2021/07/14,Cashback Credit,347.05,credit
2021/07/15,Netflix Subscription,160.55,debit
2021/07/16,Restaurant Dinner,1793.63,debit
2021/07/20,Airtel Mobile Bill,416.72,debit
2021/07/20,Reliance Fresh,892.64,debit
2021/07/20,Electricity Bill,2244.49,debit
2021/07/21,Reliance Fresh,1083.16,debit
2021/07/22,Rapido Bike Taxi,78.14,debit
2021/07/22,Ola Cab,131.29,debit
2021/07/23,Spa Treatment,1461.17,debit
2021/07/25,Netflix Subscription,269.51,debit
2021/07/25,PVR Cinemas,505.54,debit
2021/07/25,Maintenance Charges,1042.97,debit
2021/07/25,Amazon Purchase,1285.0,debit
2021/07/26,Hair Salon,850.24,debit
2021/07/27,YouTube Premium,139.0,debit
2021/07/28,Myntra Fashion,788.1,debit
2021/07/28,BigBasket Groceries,500.02,debit
2021/07/29,DMart Purchase,1630.34,debit
2021/07/30,Meesho Order,150.04,debit
2021/07/30,UPI Received,15593.29,credit
2021/07/30,Zomato Food Delivery,695.58,debit
2021/07/31,Rapido Bike Taxi,112.15,debit
2021/07/31,DMart Purchase,2469.7,debit
2021/08/01,Spa Treatment,1379.48,debit
2021/08/01,Parking Charges,114.28,debit
2021/08/02,Rental Income,19634.39,credit
2021/08/02,More Supermarket,346.73,debit
2021/08/03,ATM Withdrawal,3635.18,debit
2021/08/03,Flipkart Order,4369.98,debit
2021/08/04,Insurance Premium,2458.36,debit
2021/08/05,Gym Membership,2380.62,debit
2021/08/06,Hair Salon,483.26,debit
2021/08/07,Reliance Fresh,406.55,debit
2021/08/08,Zomato Food Delivery,123.47,debit
2021/08/10,Amazon Prime,454.19,debit
2021/08/12,Rapido Bike Taxi,99.22,debit
2021/08/14,Transfer Received,38798.01,credit
2021/08/14,ATM Withdrawal,4228.8,debit
2021/08/14,Airtel Mobile Bill,670.81,debit
2021/08/15,1mg Medicine Order,716.38,debit
2021/08/16,Water Bill,209.69,debit
2021/08/18,Rapido Bike Taxi,55.2,debit
2021/08/18,Salary Credit,41559.31,credit
2021/08/19,Hotel Stay,2117.17,debit
2021/08/21,Electricity Bill,3285.79,debit
2021/08/21,Insurance Premium,7411.96,debit
2021/08/21,Maintenance Charges,2969.54,debit
2021/08/22,Hotel Stay,6616.69,debit
2021/08/22,Metro Card Recharge,652.19,debit
2021/08/22,ATM Withdrawal,4105.01,debit
2021/08/22,Meesho Order,327.33,debit
2021/08/22,Bonus Credit,40081.96,credit
2021/08/23,Maintenance Charges,2533.95,debit
2021/08/23,Bonus Credit,29553.12,credit
2021/08/23,Cashback Credit,798.44,credit
2021/08/24,Interest Credit,1463.1,credit
2021/08/25,Salary Credit,72872.19,credit
2021/08/25,Amazon Prime,854.78,debit
2021/08/26,Rental Income,8353.16,credit
2021/08/27,Salary Credit,105255.68,credit
2021/08/29,Ajio Clothing,567.46,debit
2021/08/29,1mg Medicine Order,648.89,debit
2021/08/29,Gym Membership,1797.32,debit
2021/08/31,Netflix Subscription,274.91,debit
2021/08/31,Refund Credit,3037.97,credit
2021/09/02,Flipkart Order,709.21,debit
2021/09/03,Ola Cab,195.07,debit
2021/09/03,Apollo Pharmacy,455.98,debit
2021/09/03,Hotstar Subscription,176.29,debit
2021/09/04,Transfer Received,43022.55,credit
2021/09/05,BookMyShow Tickets,830.71,debit
2021/09/05,Coffee Shop,468.7,debit
2021/09/05,Travel Booking,2358.56,debit
2021/09/06,Flipkart Order,3056.59,debit
2021/09/07,Swiggy Order,338.9,debit
2021/09/08,Meesho Order,651.69,debit
2021/09/08,ATM Withdrawal,3556.38,debit
2021/09/09,Newspaper Subscription,161.03,debit
2021/09/09,Flipkart Order,1975.22,debit
2021/09/10,Rapido Bike Taxi,40.96,debit
2021/09/10,Water Bill,478.82,debit
2021/09/10,Swiggy Order,507.93,debit
2021/09/11,Ajio Clothing,1719.82,debit
2021/09/12,Freelance Payment,19665.96,credit
2021/09/13,Meesho Order,340.7,debit
2021/09/13,ATM Withdrawal,4277.55,debit
2021/09/14,1mg Medicine Order,557.32,debit
2021/09/14,School Fees,8863.92,debit
2021/09/14,Metro Card Recharge,732.48,debit
2021/09/15,Travel Booking,11441.14,debit
2021/09/15,Swiggy Order,888.47,debit
2021/09/17,Airtel Mobile Bill,992.59,debit
2021/09/17,School Fees,7340.04,debit
2021/09/18,Insurance Premium,4987.31,debit
2021/09/19,BigBasket Groceries,3998.71,debit
2021/09/20,Coffee Shop,488.58,debit
2021/09/20,Freelance Payment,24096.58,credit
2021/09/20,Metro Card Recharge,431.1,debit
2021/09/21,Hair Salon,647.6,debit
2021/09/22,Amazon Prime,737.32,debit
2021/09/23,Hair Salon,300.8,debit
2021/09/23,Reliance Fresh,1066.51,debit
2021/09/24,Interest Credit,1078.35,credit
2021/09/25,Spa Treatment,2638.25,debit
2021/09/27,Reliance Fresh,887.23,debit
2021/09/28,Insurance Premium,6858.02,debit
2021/09/29,Rapido Bike Taxi,195.21,debit
2021/09/29,BigBasket Groceries,882.11,debit
2021/09/30,Water Bill,763.47,debit
2021/10/01,Newspaper Subscription,157.84,debit
2021/10/01,DMart Purchase,1080.6,debit
2021/10/02,Water Bill,781.22,debit
2021/10/04,Ajio Clothing,2770.72,debit
2021/10/04,Hotel Stay,6019.87,debit
2021/10/07,Meesho Order,785.26,debit
2021/10/08,Rental Income,18841.47,credit
2021/10/09,BigBasket Groceries,3086.92,debit
2021/10/09,Gaming Recharge,168.18,debit
2021/10/09,Amazon Prime,567.82,debit
2021/10/10,DMart Purchase,641.88,debit
2021/10/10,Amazon Prime,355.45,debit
2021/10/11,School Fees,8333.09,debit
2021/10/11,House Rent,24051.26,debit
2021/10/11,Petrol / Diesel,2137.31,debit
2021/10/11,Apollo Pharmacy,211.41,debit
2021/10/12,Salary Credit,78262.08,credit
2021/10/12,Spa Treatment,2490.71,debit
2021/10/13,Reliance Fresh,1528.21,debit
2021/10/13,YouTube Premium,139.0,debit
2021/10/13,Gaming Recharge,773.89,debit
2021/10/13,Hair Salon,1423.08,debit
2021/10/14,Online Course,2050.78,debit
2021/10/14,Apollo Pharmacy,1947.45,debit
2021/10/15,Ajio Clothing,3344.66,debit
2021/10/16,Coffee Shop,80.66,debit
2021/10/17,Cashback Credit,472.31,credit
2021/10/18,Apollo Pharmacy,1982.28,debit
2021/10/19,PVR Cinemas,759.56,debit
2021/10/19,Zomato Food Delivery,633.12,debit
2021/10/20,Ola Cab,220.6,debit
2021/10/20,Uber Ride,342.4,debit
2021/10/21,Salary Credit,77666.0,credit
2021/10/22,DMart Purchase,218.39,debit
2021/10/23,Freelance Payment,24456.68,credit
2021/10/24,Restaurant Dinner,1641.41,debit
2021/10/25,Rental Income,7505.49,credit
2021/10/25,Gym Membership,1514.26,debit
2021/10/26,Maintenance Charges,2174.73,debit
2021/10/26,More Supermarket,544.99,debit
2021/10/26,Spotify Premium,119.0,debit
2021/10/26,YouTube Premium,139.0,debit
2021/10/27,Dividend Credit,12063.53,credit
2021/10/27,YouTube Premium,139.0,debit
2021/10/28,Apollo Pharmacy,1981.6,debit
2021/10/29,Hotel Stay,1896.03,debit
2021/10/31,BigBasket Groceries,1772.12,debit
2021/10/31,Airtel Mobile Bill,422.35,debit
2021/11/01,Newspaper Subscription,278.49,debit
2021/11/01,House Rent,16021.51,debit
2021/11/02,Uber Ride,487.23,debit
2021/11/03,Gaming Recharge,602.4,debit
2021/11/04,Transfer Received,32194.97,credit
2021/11/05,Swiggy Order,893.46,debit
2021/11/05,Airtel Mobile Bill,970.99,debit
2021/11/06,Airtel Mobile Bill,540.43,debit
2021/11/06,Dividend Credit,5855.62,credit
2021/11/06,Electricity Bill,966.23,debit
2021/11/06,More Supermarket,105.65,debit
2021/11/07,Apollo Pharmacy,1975.23,debit
2021/11/07,DMart Purchase,1513.8,debit
2021/11/07,Hotel Stay,7247.81,debit
2021/11/09,DMart Purchase,3386.12,debit
2021/11/11,Bonus Credit,36671.57,credit
2021/11/13,Spa Treatment,883.66,debit
2021/11/14,Hotstar Subscription,849.68,debit
2021/11/15,Transfer Received,31655.92,credit
2021/11/16,More Supermarket,1295.51,debit
2021/11/16,Apollo Pharmacy,1454.95,debit
2021/11/17,Zomato Food Delivery,461.26,debit
2021/11/18,Travel Booking,5450.6,debit
2021/11/19,PVR Cinemas,706.29,debit
2021/11/19,More Supermarket,212.51,debit
2021/11/19,Maintenance Charges,1657.43,debit
2021/11/21,Bonus Credit,49750.37,credit
2021/11/22,BigBasket Groceries,685.78,debit
2021/11/23,House Rent,21747.13,debit
2021/11/25,Hotstar Subscription,500.5,debit
2021/11/25,Hotstar Subscription,751.52,debit
2021/11/25,Amazon Purchase,3028.95,debit
2021/11/26,Metro Card Recharge,657.96,debit
2021/11/26,Transfer Received,36997.68,credit
2021/11/26,Reliance Fresh,1043.48,debit
2021/11/28,YouTube Premium,139.0,debit
2021/11/29,More Supermarket,1083.38,debit
2021/11/30,BookMyShow Tickets,571.56,debit
2021/12/01,Book Purchase,762.84,debit
2021/12/02,BookMyShow Tickets,574.94,debit
2021/12/03,Electricity Bill,4695.29,debit
2021/12/03,Spotify Premium,119.0,debit
2021/12/03,Meesho Order,166.56,debit
2021/12/03,Salary Credit,49171.47,credit
2021/12/03,Zomato Food Delivery,160.35,debit
2021/12/04,Spa Treatment,1136.24,debit
2021/12/04,BigBasket Groceries,3214.04,debit
2021/12/05,Freelance Payment,21681.05,credit
2021/12/06,Gaming Recharge,329.12,debit
2021/12/07,Swiggy Order,237.43,debit
2021/12/07,Swiggy Order,191.51,debit
2021/12/09,Netflix Subscription,619.48,debit
2021/12/10,YouTube Premium,139.0,debit
2021/12/10,Jio Recharge,272.12,debit
2021/12/12,Insurance Premium,1176.33,debit
2021/12/14,1mg Medicine Order,1310.21,debit
2021/12/14,Hotel Stay,8116.87,debit
2021/12/15,Reliance Fresh,228.32,debit
2021/12/15,Apollo Pharmacy,1321.91,debit
2021/12/15,YouTube Premium,139.0,debit
2021/12/16,Flipkart Order,362.57,debit
2021/12/16,Rapido Bike Taxi,112.95,debit
2021/12/17,DMart Purchase,1453.47,debit
2021/12/17,Rental Income,16340.87,credit
2021/12/18,Meesho Order,1807.61,debit
2021/12/19,Coffee Shop,346.84,debit
2021/12/20,Parking Charges,151.73,debit
2021/12/22,ATM Withdrawal,3589.25,debit
2021/12/22,1mg Medicine Order,890.33,debit
2021/12/22,Spa Treatment,2496.2,debit
2021/12/23,Coffee Shop,479.72,debit
2021/12/23,Maintenance Charges,1057.3,debit
2021/12/24,Cashback Credit,381.77,credit
2021/12/24,Spa Treatment,2576.26,debit
2021/12/24,Zomato Food Delivery,797.05,debit
2021/12/25,DMart Purchase,604.01,debit
2021/12/25,Parking Charges,158.93,debit
2021/12/26,Interest Credit,1935.72,credit
2021/12/28,Restaurant Dinner,2673.44,debit
2021/12/28,Jio Recharge,537.33,debit
2021/12/29,Amazon Purchase,5028.43,debit
2021/12/29,More Supermarket,773.47,debit
2021/12/29,Insurance Premium,9185.01,debit
2022/01/01,Gym Membership,578.86,debit
2022/01/01,Jio Recharge,347.48,debit
2022/01/02,Uber Ride,345.75,debit
2022/01/02,Spotify Premium,119.0,debit
2022/01/02,Hair Salon,414.29,debit
2022/01/03,1mg Medicine Order,1327.22,debit
2022/01/04,House Rent,18591.43,debit
2022/01/04,ATM Withdrawal,2249.38,debit
2022/01/05,PVR Cinemas,437.4,debit
2022/01/06,Refund Credit,3255.71,credit
2022/01/06,Transfer Received,44023.1,credit
2022/01/06,PVR Cinemas,751.23,debit
2022/01/07,Restaurant Dinner,2413.68,debit
2022/01/07,DMart Purchase,3117.24,debit
2022/01/07,Hotel Stay,7504.7,debit
2022/01/08,Zomato Food Delivery,289.08,debit
2022/01/09,Petrol / Diesel,1285.12,debit
2022/01/11,Salary Credit,73987.44,credit
2022/01/11,Swiggy Order,332.68,debit
2022/01/12,Bonus Credit,12561.45,credit
2022/01/12,Water Bill,764.74,debit
2022/01/12,School Fees,11357.08,debit
2022/01/12,Travel Booking,3760.31,debit
2022/01/13,Gym Membership,1200.97,debit
2022/01/14,BookMyShow Tickets,1462.65,debit
2022/01/14,Coffee Shop,239.01,debit
2022/01/15,1mg Medicine Order,397.75,debit
2022/01/16,Newspaper Subscription,282.71,debit
2022/01/16,Dividend Credit,12587.19,credit
2022/01/17,Ajio Clothing,1571.29,debit
2022/01/17,Parking Charges,232.37,debit
2022/01/18,Hair Salon,1000.95,debit
2022/01/20,Meesho Order,1995.81,debit
2022/01/21,PVR Cinemas,673.1,debit
2022/01/21,Book Purchase,810.24,debit
2022/01/22,Zomato Food Delivery,271.56,debit
2022/01/22,Book Purchase,293.21,debit
2022/01/22,Netflix Subscription,353.35,debit
2022/01/24,Amazon Purchase,931.82,debit
2022/01/25,Cashback Credit,206.41,credit
2022/01/26,Ola Cab,252.55,debit
2022/01/27,ATM Withdrawal,917.19,debit
2022/01/27,BigBasket Groceries,2209.74,debit
2022/01/30,School Fees,10084.5,debit
2022/01/31,Petrol / Diesel,1530.72,debit
2022/02/01,BookMyShow Tickets,1189.7,debit
2022/02/01,Gym Membership,2234.22,debit
2022/02/01,Zomato Food Delivery,615.12,debit
2022/02/02,PVR Cinemas,275.08,debit
2022/02/02,School Fees,3344.38,debit
2022/02/03,Rapido Bike Taxi,53.54,debit
2022/02/04,ATM Withdrawal,3998.66,debit
2022/02/06,1mg Medicine Order,656.46,debit
2022/02/06,BookMyShow Tickets,867.2,debit
2022/02/09,Netflix Subscription,367.8,debit
2022/02/11,Coffee Shop,453.7,debit
2022/02/12,Gym Membership,1540.61,debit
2022/02/12,BigBasket Groceries,619.26,debit
2022/02/12,Electricity Bill,4910.91,debit
2022/02/12,UPI Received,1957.65,credit
2022/02/13,Newspaper Subscription,157.36,debit
2022/02/14,Online Course,2994.8,debit
2022/02/15,Doctor Consultation,1873.28,debit
2022/02/15,Water Bill,491.02,debit
2022/02/15,Flipkart Order,2238.19,debit
2022/02/15,Spotify Premium,119.0,debit
2022/02/16,Apollo Pharmacy,1210.28,debit
2022/02/16,Netflix Subscription,186.33,debit
2022/02/16,BookMyShow Tickets,709.33,debit
2022/02/16,Swiggy Order,885.41,debit
2022/02/17,Flipkart Order,762.63,debit
2022/02/18,Gaming Recharge,780.03,debit
2022/02/20,UPI Received,11037.58,credit
2022/02/21,Book Purchase,735.15,debit
2022/02/21,Ajio Clothing,3142.24,debit
2022/02/21,Flipkart Order,4544.56,debit
2022/02/23,Salary Credit,91609.49,credit
2022/02/23,Hotel Stay,9954.66,debit
2022/02/23,More Supermarket,1079.43,debit
2022/02/25,Uber Ride,483.78,debit
2022/02/25,Coffee Shop,353.68,debit
2022/02/25,Travel Booking,10191.62,debit
2022/02/26,Book Purchase,451.37,debit
2022/02/26,Salary Credit,60509.74,credit
2022/02/27,Book Purchase,828.37,debit
2022/02/28,Gym Membership,1846.7,debit
2022/03/01,Water Bill,566.53,debit
2022/03/01,Book Purchase,478.84,debit
2022/03/02,Gaming Recharge,1680.6,debit
2022/03/02,Flipkart Order,951.74,debit
2022/03/03,Newspaper Subscription,124.68,debit
2022/03/03,Metro Card Recharge,470.63,debit
2022/03/03,Meesho Order,1693.07,debit
2022/03/05,Apollo Pharmacy,565.61,debit
2022/03/05,Myntra Fashion,1427.67,debit
2022/03/06,Travel Booking,15881.53,debit
2022/03/06,Coffee Shop,213.91,debit
2022/03/08,Water Bill,409.11,debit
2022/03/08,Ola Cab,494.44,debit
2022/03/09,Parking Charges,215.06,debit
2022/03/12,UPI Received,10561.51,credit
2022/03/13,Freelance Payment,13045.61,credit
2022/03/14,Airtel Mobile Bill,852.06,debit
2022/03/16,Zomato Food Delivery,213.87,debit
2022/03/16,Spa Treatment,2810.23,debit
2022/03/17,ATM Withdrawal,745.39,debit
2022/03/17,Apollo Pharmacy,1823.62,debit
2022/03/17,Apollo Pharmacy,860.68,debit
2022/03/18,Salary Credit,113885.14,credit
2022/03/20,Parking Charges,177.55,debit
2022/03/21,Myntra Fashion,653.33,debit
2022/03/21,Uber Ride,99.44,debit
2022/03/22,More Supermarket,510.65,debit
2022/03/22,Petrol / Diesel,702.77,debit
2022/03/25,Transfer Received,43480.56,credit
2022/03/25,Amazon Purchase,6794.19,debit
2022/03/29,Interest Credit,2492.08,credit
2022/03/30,Petrol / Diesel,1157.16,debit
2022/04/01,Water Bill,469.24,debit
2022/04/02,Dividend Credit,11738.33,credit
2022/04/03,Swiggy Order,490.92,debit
2022/04/03,Hotel Stay,7179.92,debit
2022/04/03,More Supermarket,235.84,debit
2022/04/04,Bonus Credit,27018.99,credit
2022/04/05,BookMyShow Tickets,851.52,debit
2022/04/06,Salary Credit,100809.75,credit
2022/04/06,BigBasket Groceries,3860.0,debit
2022/04/06,Transfer Received,27817.38,credit
2022/04/08,Petrol / Diesel,3939.49,debit
2022/04/08,Coffee Shop,88.2,debit
2022/04/10,Spa Treatment,1748.83,debit
2022/04/10,Meesho Order,247.35,debit
2022/04/11,Reliance Fresh,941.46,debit
2022/04/11,Apollo Pharmacy,732.31,debit
2022/04/11,Airtel Mobile Bill,501.44,debit
2022/04/14,Amazon Purchase,1253.02,debit
2022/04/15,ATM Withdrawal,1524.91,debit
2022/04/16,BigBasket Groceries,3471.81,debit
2022/04/17,Rapido Bike Taxi,189.72,debit
2022/04/17,Book Purchase,432.21,debit
2022/04/18,Dividend Credit,5572.33,credit
2022/04/18,1mg Medicine Order,1146.88,debit
2022/04/18,UPI Received,17169.46,credit
2022/04/20,Restaurant Dinner,998.27,debit
2022/04/20,Flipkart Order,4046.07,debit
2022/04/20,Salary Credit,113964.17,credit
2022/04/21,1mg Medicine Order,1437.47,debit
2022/04/21,Doctor Consultation,1475.7,debit
2022/04/22,Meesho Order,347.64,debit
2022/04/22,Spa Treatment,1649.94,debit
2022/04/23,Flipkart Order,800.87,debit
2022/04/24,Swiggy Order,819.56,debit
2022/04/24,Coffee Shop,361.32,debit
2022/04/25,Interest Credit,1519.29,credit
2022/04/25,Airtel Mobile Bill,586.12,debit
2022/04/25,House Rent,21223.02,debit
2022/04/26,Reliance Fresh,703.6,debit
2022/04/26,Parking Charges,50.11,debit
2022/04/27,Metro Card Recharge,886.58,debit
2022/04/28,House Rent,16804.63,debit
2022/04/29,Apollo Pharmacy,365.83,debit
2022/04/29,Newspaper Subscription,120.28,debit
2022/04/30,Book Purchase,1428.13,debit
2022/04/30,House Rent,29128.58,debit
2022/04/30,Spa Treatment,2455.78,debit
2022/05/01,1mg Medicine Order,648.08,debit
2022/05/01,Salary Credit,50296.59,credit
2022/05/02,Water Bill,433.88,debit
2022/05/02,Jio Recharge,323.65,debit
2022/05/03,Amazon Prime,349.19,debit
2022/05/03,Parking Charges,184.25,debit
2022/05/04,Coffee Shop,260.95,debit
2022/05/05,Spa Treatment,2060.49,debit
2022/05/05,Airtel Mobile Bill,318.54,debit
2022/05/05,Reliance Fresh,1825.26,debit
2022/05/06,Parking Charges,56.98,debit
2022/05/06,Spa Treatment,998.33,debit
2022/05/07,Apollo Pharmacy,696.88,debit
2022/05/08,ATM Withdrawal,2572.59,debit
2022/05/09,Rental Income,9022.49,credit
2022/05/09,Amazon Prime,633.69,debit
2022/05/09,Apollo Pharmacy,558.87,debit
2022/05/09,Spotify Premium,119.0,debit
2022/05/10,Reliance Fresh,529.3,debit
2022/05/10,Restaurant Dinner,710.6,debit
2022/05/11,Gym Membership,1027.65,debit
2022/05/11,Swiggy Order,631.69,debit
2022/05/13,YouTube Premium,139.0,debit
2022/05/14,House Rent,16706.54,debit
2022/05/14,Zomato Food Delivery,693.93,debit
2022/05/15,Petrol / Diesel,3179.15,debit
2022/05/15,Newspaper Subscription,250.39,debit
2022/05/15,Spotify Premium,119.0,debit
2022/05/16,Ajio Clothing,3124.38,debit
2022/05/16,Gaming Recharge,1871.41,debit
2022/05/17,BookMyShow Tickets,898.8,debit
2022/05/17,Amazon Purchase,6756.37,debit
2022/05/18,Zomato Food Delivery,243.5,debit
2022/05/19,UPI Received,9972.68,credit
2022/05/19,Ola Cab,183.25,debit
2022/05/20,Parking Charges,78.71,debit
