date,description,amount,transaction_type,category
2023-12-28,Metro Card Recharge,728.59,debit,Transport
2023-12-29,Ola Cab,62.07,debit,Transport
2023-12-30,Jio Recharge,315.58,debit,Utilities
2023-12-30,BigBasket Groceries,991.81,debit,Groceries
2023-12-30,Petrol/Diesel,3760.18,debit,Transport
2024-01-02,ATM Withdrawal,2368.33,debit,Others
2024-01-03,Freelance Payment,18109.64,credit,Freelance
2024-01-04,DMart Purchase,2211.32,debit,Groceries
2024-01-04,Swiggy Order,570.96,debit,Food & Dining
2024-01-05,House Rent,28848.7,debit,Housing
2024-01-05,Jio Recharge,240.04,debit,Utilities
2024-01-05,Spa & Wellness,1331.57,debit,Personal Care
2024-01-06,Hair Salon,366.33,debit,Personal Care
2024-01-06,Interest Credit,2901.08,credit,Interest
2024-01-08,Maintenance Charges,2494.58,debit,Housing
2024-01-08,Flipkart Order,2765.92,debit,Shopping
2024-01-10,House Rent,22397.56,debit,Housing
2024-01-13,School Fees,7142.57,debit,Education
2024-01-14,Hair Salon,620.68,debit,Personal Care
2024-01-14,Bonus Credit,32252.2,credit,Bonus
2024-01-14,Spotify Premium,119.0,debit,Entertainment
2024-01-15,Hair Salon,559.45,debit,Personal Care
2024-01-15,Petrol/Diesel,3216.06,debit,Transport
2024-01-16,Freelance Payment,21880.31,credit,Freelance
2024-01-17,Water Bill,726.05,debit,Utilities
2024-01-17,Rental Income,20815.35,credit,Rental
2024-01-18,BookMyShow Tickets,794.82,debit,Entertainment
2024-01-18,Amazon Purchase,5356.66,debit,Shopping
2024-01-18,Jio Recharge,491.96,debit,Utilities
2024-01-19,Online Course,3286.96,debit,Education
2024-01-19,Online Course,4475.29,debit,Education
2024-01-21,Coffee Shop,88.03,debit,Food & Dining
2024-01-24,MedPlus Medical Store,889.44,debit,Healthcare
2024-01-25,Flipkart Order,2704.73,debit,Shopping
2024-01-25,School Fees,2021.99,debit,Education
2024-01-25,Flipkart Order,3881.01,debit,Shopping
2024-01-25,ATM Withdrawal,3749.17,debit,Others
2024-01-25,BookMyShow Tickets,505.32,debit,Entertainment
2024-01-26,Refund Credit,3433.63,credit,Refund
2024-01-29,Electricity Bill,3143.96,debit,Utilities
2024-01-30,Refund Credit,576.17,credit,Refund
2024-01-30,DMart Purchase,3329.1,debit,Groceries
2024-01-30,Insurance Premium,3872.35,debit,Insurance
2024-01-31,Coffee Shop,427.34,debit,Food & Dining
2024-02-01,Interest Credit,2213.11,credit,Interest
2024-02-02,Maintenance Charges,1377.75,debit,Housing
2024-02-02,Electricity Bill,1649.29,debit,Utilities
2024-02-03,Metro Card Recharge,595.5,debit,Transport
2024-02-03,Metro Card Recharge,623.87,debit,Transport
2024-02-03,Coffee Shop,321.46,debit,Food & Dining
2024-02-05,Flipkart Order,2036.55,debit,Shopping
2024-02-05,Insurance Premium,7844.34,debit,Insurance
2024-02-06,Metro Card Recharge,655.83,debit,Transport
2024-02-07,BookMyShow Tickets,582.43,debit,Entertainment
2024-02-08,BigBasket Groceries,3810.84,debit,Groceries
2024-02-09,School Fees,7054.87,debit,Education
2024-02-09,Spa & Wellness,2878.85,debit,Personal Care
2024-02-10,Insurance Premium,3023.29,debit,Insurance
2024-02-11,Dividend Credit,2426.62,credit,Investment
2024-02-12,Insurance Premium,2570.85,debit,Insurance
2024-02-12,Book Purchase,928.89,debit,Education
2024-02-13,Water Bill,392.7,debit,Utilities
2024-02-14,Insurance Premium,2619.34,debit,Insurance
2024-02-14,Hotel Stay,9771.52,debit,Travel
2024-02-15,Book Purchase,386.19,debit,Education
2024-02-15,Spotify Premium,119.0,debit,Entertainment
2024-02-16,Coffee Shop,497.96,debit,Food & Dining
2024-02-16,MedPlus Medical Store,126.96,debit,Healthcare
2024-02-17,Dividend Credit,13401.07,credit,Investment
2024-02-17,Gym Membership,2080.39,debit,Healthcare
2024-02-18,DMart Purchase,1025.27,debit,Groceries
2024-02-18,Online Course,2776.48,debit,Education
2024-02-19,Myntra Fashion,1075.88,debit,Shopping
2024-02-19,Airtel Mobile Bill,780.97,debit,Utilities
2024-02-20,Freelance Payment,8885.26,credit,Freelance
2024-02-20,Coffee Shop,216.18,debit,Food & Dining
2024-02-21,Gym Membership,1510.82,debit,Healthcare
2024-02-21,Myntra Fashion,2377.37,debit,Shopping
2024-02-22,Hair Salon,1334.66,debit,Personal Care
2024-02-23,MedPlus Medical Store,863.95,debit,Healthcare
2024-02-27,Bonus Credit,28538.91,credit,Bonus
2024-02-28,Maintenance Charges,1690.41,debit,Housing
2024-02-28,Maintenance Charges,1830.7,debit,Housing
2024-02-28,Book Purchase,1435.46,debit,Education
2024-02-28,ATM Withdrawal,1933.18,debit,Others
2024-02-29,Apollo Pharmacy,724.26,debit,Healthcare
2024-02-29,Spa & Wellness,1292.6,debit,Personal Care
2024-02-29,Coffee Shop,470.13,debit,Food & Dining
2024-02-29,Restaurant Dinner,1476.51,debit,Food & Dining
2024-02-29,DMart Purchase,2247.5,debit,Groceries
2024-03-01,Gym Membership,1820.86,debit,Healthcare
2024-03-01,Interest Credit,637.66,credit,Interest
2024-03-03,DMart Purchase,1744.6,debit,Groceries
2024-03-04,Reliance Fresh,1207.03,debit,Groceries
2024-03-05,Water Bill,698.77,debit,Utilities
2024-03-06,Reliance Fresh,804.31,debit,Groceries
2024-03-06,Jio Recharge,385.0,debit,Utilities
2024-03-08,Jio Recharge,284.05,debit,Utilities
2024-03-08,Restaurant Dinner,2326.46,debit,Food & Dining
2024-03-09,Hotel Stay,7878.02,debit,Travel
2024-03-11,ATM Withdrawal,1672.77,debit,Others
2024-03-12,Myntra Fashion,3719.63,debit,Shopping
2024-03-14,Hair Salon,515.9,debit,Personal Care
2024-03-14,ATM Withdrawal,4667.66,debit,Others
2024-03-15,BigBasket Groceries,2436.19,debit,Groceries
2024-03-16,Apollo Pharmacy,886.25,debit,Healthcare
2024-03-17,Amazon Purchase,2892.35,debit,Shopping
2024-03-17,Salary Credit,115894.4,credit,Salary
2024-03-19,Book Purchase,562.92,debit,Education
2024-03-20,House Rent,14670.14,debit,Housing
2024-03-20,Amazon Purchase,5722.99,debit,Shopping
2024-03-21,Water Bill,611.97,debit,Utilities
2024-03-21,Jio Recharge,516.16,debit,Utilities
2024-03-22,Gym Membership,2033.8,debit,Healthcare
2024-03-23,DMart Purchase,1934.17,debit,Groceries
2024-03-25,Ola Cab,160.78,debit,Transport
2024-03-27,Electricity Bill,2630.51,debit,Utilities
2024-03-27,Electricity Bill,1744.34,debit,Utilities
2024-03-27,Apollo Pharmacy,1620.31,debit,Healthcare
2024-03-27,School Fees,10129.2,debit,Education
2024-03-28,Coffee Shop,274.49,debit,Food & Dining
2024-03-28,BigBasket Groceries,348.42,debit,Groceries
2024-03-29,MedPlus Medical Store,514.81,debit,Healthcare
2024-03-29,Uber Ride,458.17,debit,Transport
2024-03-29,School Fees,5596.84,debit,Education
2024-03-30,Rental Income,21597.68,credit,Rental
2024-03-30,Flipkart Order,608.64,debit,Shopping
2024-03-30,Jio Recharge,207.68,debit,Utilities
2024-03-31,Book Purchase,654.56,debit,Education
2024-03-31,Refund Credit,1986.75,credit,Refund
2024-03-31,Hair Salon,1378.48,debit,Personal Care
2024-03-31,Airtel Mobile Bill,593.33,debit,Utilities
2024-04-01,Maintenance Charges,2543.09,debit,Housing
2024-04-02,Water Bill,280.33,debit,Utilities
2024-04-03,Bonus Credit,46078.77,credit,Bonus
2024-04-04,Flipkart Order,1503.78,debit,Shopping
2024-04-04,ATM Withdrawal,2249.99,debit,Others
2024-04-05,Myntra Fashion,585.49,debit,Shopping
2024-04-05,Amazon Purchase,3799.29,debit,Shopping
2024-04-05,Airtel Mobile Bill,838.82,debit,Utilities
2024-04-06,Myntra Fashion,3320.22,debit,Shopping
2024-04-06,Electricity Bill,3536.67,debit,Utilities
2024-04-07,Metro Card Recharge,560.41,debit,Transport
2024-04-07,Coffee Shop,486.25,debit,Food & Dining
2024-04-07,DMart Purchase,2357.33,debit,Groceries
2024-04-08,Ola Cab,126.5,debit,Transport
2024-04-08,Salary Credit,114034.81,credit,Salary
2024-04-09,Swiggy Order,543.72,debit,Food & Dining
2024-04-10,Online Course,1884.71,debit,Education
2024-04-10,Myntra Fashion,1992.63,debit,Shopping
2024-04-11,BookMyShow Tickets,718.01,debit,Entertainment
2024-04-11,Restaurant Dinner,1408.88,debit,Food & Dining
2024-04-13,Electricity Bill,4177.17,debit,Utilities
2024-04-16,Swiggy Order,149.7,debit,Food & Dining
2024-04-16,Maintenance Charges,1047.51,debit,Housing
2024-04-16,Bonus Credit,14518.27,credit,Bonus
2024-04-17,Apollo Pharmacy,1406.02,debit,Healthcare
2024-04-18,Myntra Fashion,2972.47,debit,Shopping
2024-04-18,Interest Credit,522.85,credit,Interest
2024-04-18,Water Bill,358.48,debit,Utilities
2024-04-18,ATM Withdrawal,2181.4,debit,Others
2024-04-19,Water Bill,621.79,debit,Utilities
2024-04-19,Hotel Stay,5010.98,debit,Travel
2024-04-20,Uber Ride,554.88,debit,Transport
2024-04-21,DMart Purchase,1134.78,debit,Groceries
2024-04-21,BookMyShow Tickets,202.06,debit,Entertainment
2024-04-22,Uber Ride,462.44,debit,Transport
2024-04-23,Restaurant Dinner,513.48,debit,Food & Dining
2024-04-25,Water Bill,798.46,debit,Utilities
2024-04-25,DMart Purchase,894.89,debit,Groceries
2024-04-26,MedPlus Medical Store,902.07,debit,Healthcare
2024-04-26,Coffee Shop,342.59,debit,Food & Dining
2024-04-26,Jio Recharge,366.63,debit,Utilities
2024-04-28,Jio Recharge,205.03,debit,Utilities
2024-04-28,Hotel Stay,8827.12,debit,Travel
2024-04-29,Spotify Premium,119.0,debit,Entertainment
2024-04-29,Zomato Food Delivery,401.5,debit,Food & Dining
2024-04-30,Maintenance Charges,2652.62,debit,Housing
2024-05-01,Water Bill,651.43,debit,Utilities
2024-05-02,Netflix Subscription,254.43,debit,Entertainment
2024-05-03,Freelance Payment,19099.24,credit,Freelance
2024-05-03,BigBasket Groceries,3233.13,debit,Groceries
2024-05-04,BigBasket Groceries,2735.67,debit,Groceries
2024-05-04,DMart Purchase,252.57,debit,Groceries
2024-05-07,Salary Credit,95452.79,credit,Salary
2024-05-08,Maintenance Charges,621.65,debit,Housing
2024-05-08,Hotel Stay,3645.55,debit,Travel
2024-05-10,Online Course,1298.3,debit,Education
2024-05-10,PVR Cinemas,376.06,debit,Entertainment
2024-05-10,BookMyShow Tickets,875.94,debit,Entertainment
2024-05-11,Freelance Payment,9769.61,credit,Freelance
2024-05-11,Spa & Wellness,2994.47,debit,Personal Care
2024-05-12,Netflix Subscription,491.66,debit,Entertainment
2024-05-13,Book Purchase,1086.07,debit,Education
2024-05-14,Salary Credit,111412.79,credit,Salary
2024-05-14,ATM Withdrawal,1220.61,debit,Others
2024-05-14,Jio Recharge,351.55,debit,Utilities
2024-05-16,Metro Card Recharge,415.96,debit,Transport
2024-05-16,BigBasket Groceries,1985.04,debit,Groceries
2024-05-17,DMart Purchase,1120.46,debit,Groceries
2024-05-17,Restaurant Dinner,462.17,debit,Food & Dining
2024-05-18,House Rent,13661.19,debit,Housing
2024-05-18,Coffee Shop,493.21,debit,Food & Dining
2024-05-20,Spa & Wellness,1984.52,debit,Personal Care
2024-05-21,Electricity Bill,4016.42,debit,Utilities
2024-05-21,Zomato Food Delivery,604.64,debit,Food & Dining
2024-05-21,Online Course,3318.79,debit,Education
2024-05-22,House Rent,8462.75,debit,Housing
2024-05-23,Refund Credit,3110.32,credit,Refund
2024-05-23,Refund Credit,1330.5,credit,Refund
2024-05-23,Jio Recharge,307.5,debit,Utilities
2024-05-23,House Rent,29350.82,debit,Housing
2024-05-24,Maintenance Charges,1280.23,debit,Housing
2024-05-24,Metro Card Recharge,318.92,debit,Transport
2024-05-26,Zomato Food Delivery,693.83,debit,Food & Dining
2024-05-26,Freelance Payment,25097.42,credit,Freelance
2024-05-26,Maintenance Charges,889.99,debit,Housing
2024-05-27,Metro Card Recharge,650.53,debit,Transport
2024-05-28,Spa & Wellness,2266.56,debit,Personal Care
2024-05-29,Ola Cab,100.61,debit,Transport
2024-05-29,BookMyShow Tickets,610.21,debit,Entertainment
2024-05-29,Online Course,4234.76,debit,Education
2024-06-01,Spotify Premium,119.0,debit,Entertainment
2024-06-02,Airtel Mobile Bill,438.11,debit,Utilities
2024-06-03,Maintenance Charges,2435.49,debit,Housing
2024-06-04,Reliance Fresh,982.23,debit,Groceries
2024-06-04,Online Course,2513.2,debit,Education
2024-06-06,Amazon Purchase,1981.55,debit,Shopping
2024-06-06,Cashback Credit,724.2,credit,Cashback
2024-06-06,Coffee Shop,273.67,debit,Food & Dining
2024-06-10,Hair Salon,1457.6,debit,Personal Care
2024-06-11,Restaurant Dinner,715.22,debit,Food & Dining
2024-06-12,BigBasket Groceries,622.0,debit,Groceries
2024-06-13,DMart Purchase,1140.73,debit,Groceries
2024-06-13,ATM Withdrawal,3933.13,debit,Others
2024-06-15,Coffee Shop,243.08,debit,Food & Dining
2024-06-16,PVR Cinemas,500.08,debit,Entertainment
2024-06-17,PVR Cinemas,798.0,debit,Entertainment
2024-06-17,Cashback Credit,599.23,credit,Cashback
2024-06-18,Coffee Shop,374.3,debit,Food & Dining
2024-06-18,Travel Booking,3916.37,debit,Travel
2024-06-21,Spa & Wellness,1819.29,debit,Personal Care
2024-06-21,Transfer Received,22290.06,credit,Transfer
2024-06-22,DMart Purchase,2209.8,debit,Groceries
2024-06-22,Hair Salon,1446.08,debit,Personal Care
2024-06-23,Spotify Premium,119.0,debit,Entertainment
2024-06-23,DMart Purchase,1516.47,debit,Groceries
2024-06-25,Coffee Shop,233.69,debit,Food & Dining
2024-06-25,Uber Ride,427.66,debit,Transport
2024-06-26,Restaurant Dinner,2007.08,debit,Food & Dining
2024-06-26,BigBasket Groceries,2119.37,debit,Groceries
2024-06-27,Refund Credit,1859.3,credit,Refund
2024-06-27,Apollo Pharmacy,1470.66,debit,Healthcare
2024-06-27,BigBasket Groceries,1596.78,debit,Groceries
2024-06-27,Airtel Mobile Bill,465.28,debit,Utilities
2024-06-30,House Rent,10454.15,debit,Housing
2024-06-30,Airtel Mobile Bill,706.72,debit,Utilities
2024-07-01,Travel Booking,19738.79,debit,Travel
2024-07-02,Petrol/Diesel,2397.15,debit,Transport
2024-07-04,Zomato Food Delivery,383.54,debit,Food & Dining
2024-07-05,Spotify Premium,119.0,debit,Entertainment
2024-07-05,Insurance Premium,6187.17,debit,Insurance
2024-07-06,Insurance Premium,6177.06,debit,Insurance
2024-07-07,Insurance Premium,7971.77,debit,Insurance
2024-07-07,Jio Recharge,437.85,debit,Utilities
2024-07-09,Salary Credit,45327.82,credit,Salary
2024-07-09,Petrol/Diesel,3524.99,debit,Transport
2024-07-10,Dividend Credit,4394.41,credit,Investment
2024-07-10,Spa & Wellness,2692.62,debit,Personal Care
2024-07-12,Electricity Bill,4169.73,debit,Utilities
2024-07-13,Airtel Mobile Bill,944.08,debit,Utilities
2024-07-14,Netflix Subscription,437.14,debit,Entertainment
2024-07-14,Gym Membership,1657.26,debit,Healthcare
2024-07-14,BookMyShow Tickets,338.8,debit,Entertainment
2024-07-14,Transfer Received,26188.97,credit,Transfer
2024-07-15,Rental Income,10007.79,credit,Rental
2024-07-16,Bonus Credit,32649.27,credit,Bonus
2024-07-16,Travel Booking,7044.8,debit,Travel
2024-07-16,Restaurant Dinner,1764.08,debit,Food & Dining
2024-07-17,ATM Withdrawal,3704.69,debit,Others
2024-07-17,ATM Withdrawal,1221.55,debit,Others
2024-07-18,Coffee Shop,96.29,debit,Food & Dining
2024-07-19,Amazon Purchase,7602.28,debit,Shopping
2024-07-19,Coffee Shop,411.44,debit,Food & Dining
2024-07-19,Travel Booking,12013.82,debit,Travel
2024-07-20,Jio Recharge,301.93,debit,Utilities
2024-07-21,Flipkart Order,4298.13,debit,Shopping
2024-07-23,Petrol/Diesel,2091.43,debit,Transport
2024-07-23,ATM Withdrawal,4190.55,debit,Others
2024-07-24,BigBasket Groceries,1939.58,debit,Groceries
2024-07-24,Electricity Bill,2274.81,debit,Utilities
2024-07-24,School Fees,12987.02,debit,Education
2024-07-26,Rental Income,9345.39,credit,Rental
2024-07-26,Amazon Purchase,1203.57,debit,Shopping
2024-07-27,House Rent,27737.86,debit,Housing
2024-07-28,Coffee Shop,233.31,debit,Food & Dining
2024-07-29,Gym Membership,528.41,debit,Healthcare
2024-07-30,Hair Salon,571.47,debit,Personal Care
2024-07-30,Online Course,2215.74,debit,Education
2024-08-01,Flipkart Order,3195.31,debit,Shopping
2024-08-02,House Rent,22935.75,debit,Housing
2024-08-02,Insurance Premium,6838.49,debit,Insurance
2024-08-03,Flipkart Order,3527.01,debit,Shopping
2024-08-03,PVR Cinemas,497.06,debit,Entertainment
2024-08-04,Hair Salon,1100.07,debit,Personal Care
2024-08-05,Travel Booking,10774.89,debit,Travel
2024-08-07,Spa & Wellness,1000.45,debit,Personal Care
2024-08-10,Refund Credit,4069.6,credit,Refund
2024-08-11,Jio Recharge,302.86,debit,Utilities
2024-08-12,Freelance Payment,12627.95,credit,Freelance
2024-08-14,Transfer Received,23067.36,credit,Transfer
2024-08-14,Book Purchase,935.35,debit,Education
2024-08-18,Jio Recharge,369.4,debit,Utilities
2024-08-19,Maintenance Charges,1101.41,debit,Housing
2024-08-19,Online Course,1379.7,debit,Education
2024-08-20,Electricity Bill,2545.06,debit,Utilities
2024-08-20,Petrol/Diesel,2957.34,debit,Transport
2024-08-21,Flipkart Order,3935.86,debit,Shopping
2024-08-23,Petrol/Diesel,2520.73,debit,Transport
2024-08-26,Salary Credit,115903.05,credit,Salary
2024-08-26,Hair Salon,459.58,debit,Personal Care
2024-08-26,Spa & Wellness,974.44,debit,Personal Care
2024-08-27,House Rent,25693.12,debit,Housing
2024-08-27,Apollo Pharmacy,516.34,debit,Healthcare
2024-08-27,BigBasket Groceries,603.54,debit,Groceries
2024-08-28,BookMyShow Tickets,746.58,debit,Entertainment
2024-08-28,Water Bill,213.16,debit,Utilities
2024-08-28,Reliance Fresh,1089.23,debit,Groceries
2024-08-28,DMart Purchase,583.03,debit,Groceries
2024-08-29,Spotify Premium,119.0,debit,Entertainment
2024-09-01,DMart Purchase,2417.96,debit,Groceries
2024-09-03,Hotel Stay,8006.53,debit,Travel
2024-09-03,DMart Purchase,361.8,debit,Groceries
2024-09-04,School Fees,10974.08,debit,Education
2024-09-04,Travel Booking,16909.21,debit,Travel
2024-09-04,MedPlus Medical Store,884.71,debit,Healthcare
2024-09-04,Reliance Fresh,1316.64,debit,Groceries
2024-09-05,Reliance Fresh,1887.02,debit,Groceries
2024-09-05,BigBasket Groceries,1636.16,debit,Groceries
2024-09-06,BigBasket Groceries,334.47,debit,Groceries
2024-09-06,Freelance Payment,5564.63,credit,Freelance
2024-09-07,Restaurant Dinner,1248.08,debit,Food & Dining
2024-09-07,ATM Withdrawal,4768.34,debit,Others
2024-09-07,Refund Credit,2931.51,credit,Refund
2024-09-07,Refund Credit,576.69,credit,Refund
2024-09-08,Swiggy Order,312.71,debit,Food & Dining
2024-09-08,ATM Withdrawal,2111.39,debit,Others
2024-09-09,Amazon Purchase,6410.57,debit,Shopping
2024-09-09,Insurance Premium,3102.95,debit,Insurance
2024-09-10,Coffee Shop,204.92,debit,Food & Dining
2024-09-11,Hotel Stay,1566.5,debit,Travel
2024-09-11,Petrol/Diesel,3247.3,debit,Transport
2024-09-12,Spa & Wellness,2645.59,debit,Personal Care
2024-09-15,Uber Ride,191.81,debit,Transport
2024-09-15,Water Bill,476.81,debit,Utilities
2024-09-16,Book Purchase,1315.3,debit,Education
2024-09-17,Apollo Pharmacy,915.54,debit,Healthcare
2024-09-17,Electricity Bill,2579.99,debit,Utilities
2024-09-21,MedPlus Medical Store,1326.77,debit,Healthcare
2024-09-21,Transfer Received,49172.67,credit,Transfer
2024-09-22,Zomato Food Delivery,585.59,debit,Food & Dining
2024-09-22,ATM Withdrawal,1957.66,debit,Others
2024-09-22,Online Course,4849.55,debit,Education
2024-09-23,Refund Credit,4925.34,credit,Refund
2024-09-23,Travel Booking,17890.62,debit,Travel
2024-09-23,Electricity Bill,1229.37,debit,Utilities
2024-09-23,Jio Recharge,482.94,debit,Utilities
2024-09-25,Online Course,1798.8,debit,Education
2024-09-27,Coffee Shop,134.16,debit,Food & Dining
2024-09-27,Book Purchase,811.71,debit,Education
2024-09-28,ATM Withdrawal,2335.96,debit,Others
2024-09-28,ATM Withdrawal,2555.36,debit,Others
2024-09-28,DMart Purchase,1299.86,debit,Groceries
2024-09-30,Metro Card Recharge,517.32,debit,Transport
2024-09-30,Spa & Wellness,2994.91,debit,Personal Care
2024-10-01,Netflix Subscription,463.58,debit,Entertainment
2024-10-01,House Rent,17881.72,debit,Housing
2024-10-01,PVR Cinemas,426.48,debit,Entertainment
2024-10-01,BookMyShow Tickets,1126.77,debit,Entertainment
2024-10-01,House Rent,19770.73,debit,Housing
2024-10-02,Petrol/Diesel,3837.57,debit,Transport
2024-10-02,Jio Recharge,492.68,debit,Utilities
2024-10-02,Netflix Subscription,398.13,debit,Entertainment
2024-10-02,Ola Cab,65.7,debit,Transport
2024-10-03,Coffee Shop,326.54,debit,Food & Dining
2024-10-03,Bonus Credit,10262.7,credit,Bonus
2024-10-04,Cashback Credit,527.71,credit,Cashback
2024-10-04,Travel Booking,4081.62,debit,Travel
2024-10-04,Book Purchase,1385.76,debit,Education
2024-10-05,Coffee Shop,134.97,debit,Food & Dining
2024-10-08,Travel Booking,9168.03,debit,Travel
2024-10-08,Airtel Mobile Bill,474.68,debit,Utilities
2024-10-08,Zomato Food Delivery,282.44,debit,Food & Dining
2024-10-08,Uber Ride,130.63,debit,Transport
2024-10-10,DMart Purchase,217.14,debit,Groceries
2024-10-10,Electricity Bill,3342.62,debit,Utilities
2024-10-10,Airtel Mobile Bill,941.95,debit,Utilities
2024-10-11,Online Course,3256.55,debit,Education
2024-10-12,Spotify Premium,119.0,debit,Entertainment
2024-10-13,Maintenance Charges,2784.95,debit,Housing
2024-10-13,Apollo Pharmacy,1315.33,debit,Healthcare
2024-10-14,Restaurant Dinner,787.97,debit,Food & Dining
2024-10-14,Reliance Fresh,287.27,debit,Groceries
2024-10-15,Jio Recharge,293.76,debit,Utilities
2024-10-16,DMart Purchase,656.63,debit,Groceries
2024-10-17,Petrol/Diesel,1595.23,debit,Transport
2024-10-21,MedPlus Medical Store,891.95,debit,Healthcare
2024-10-21,Metro Card Recharge,534.93,debit,Transport
2024-10-21,Transfer Received,33285.66,credit,Transfer
2024-10-22,Maintenance Charges,1905.7,debit,Housing
2024-10-23,Jio Recharge,259.38,debit,Utilities
2024-10-25,Amazon Purchase,7446.97,debit,Shopping
2024-10-25,Transfer Received,32044.78,credit,Transfer
2024-10-26,Restaurant Dinner,2386.88,debit,Food & Dining
2024-10-27,Hair Salon,883.12,debit,Personal Care
2024-10-27,Gym Membership,1812.24,debit,Healthcare
2024-10-27,Zomato Food Delivery,170.98,debit,Food & Dining
2024-10-29,Amazon Purchase,2743.83,debit,Shopping
2024-10-30,Bonus Credit,40259.67,credit,Bonus
2024-10-30,Electricity Bill,1781.17,debit,Utilities
2024-10-31,Spotify Premium,119.0,debit,Entertainment
2024-11-01,Freelance Payment,25553.46,credit,Freelance
2024-11-02,Apollo Pharmacy,1330.54,debit,Healthcare
2024-11-02,Airtel Mobile Bill,611.14,debit,Utilities
2024-11-02,Dividend Credit,14557.6,credit,Investment
2024-11-03,Hotel Stay,2294.35,debit,Travel
2024-11-03,Airtel Mobile Bill,784.42,debit,Utilities
2024-11-05,School Fees,12601.18,debit,Education
2024-11-06,Swiggy Order,460.77,debit,Food & Dining
2024-11-07,Amazon Purchase,5814.08,debit,Shopping
2024-11-08,Book Purchase,552.19,debit,Education
2024-11-09,Reliance Fresh,1805.36,debit,Groceries
2024-11-09,Ola Cab,388.13,debit,Transport
2024-11-09,Water Bill,478.26,debit,Utilities
2024-11-09,PVR Cinemas,772.67,debit,Entertainment
2024-11-09,Water Bill,373.53,debit,Utilities
2024-11-10,Online Course,947.8,debit,Education
2024-11-10,Cashback Credit,98.11,credit,Cashback
2024-11-10,Hair Salon,1131.66,debit,Personal Care
2024-11-10,Maintenance Charges,665.53,debit,Housing
2024-11-12,Gym Membership,2411.21,debit,Healthcare
2024-11-12,Water Bill,455.54,debit,Utilities
2024-11-13,Hotel Stay,5384.4,debit,Travel
2024-11-14,PVR Cinemas,256.21,debit,Entertainment
2024-11-16,Petrol/Diesel,2461.23,debit,Transport
2024-11-17,Dividend Credit,10419.14,credit,Investment
2024-11-17,Flipkart Order,518.33,debit,Shopping
2024-11-17,Insurance Premium,5718.87,debit,Insurance
2024-11-18,Ola Cab,286.48,debit,Transport
2024-11-19,Salary Credit,83852.19,credit,Salary
2024-11-20,Refund Credit,664.24,credit,Refund
2024-11-21,Coffee Shop,436.54,debit,Food & Dining
2024-11-22,Metro Card Recharge,422.61,debit,Transport
2024-11-23,Reliance Fresh,950.77,debit,Groceries
2024-11-23,Hair Salon,1391.01,debit,Personal Care
2024-11-25,Reliance Fresh,610.01,debit,Groceries
2024-11-27,PVR Cinemas,776.47,debit,Entertainment
2024-11-28,Electricity Bill,3134.32,debit,Utilities
2024-11-28,Jio Recharge,222.82,debit,Utilities
2024-12-01,Interest Credit,1691.39,credit,Interest
2024-12-01,MedPlus Medical Store,325.78,debit,Healthcare
2024-12-02,Gym Membership,1720.15,debit,Healthcare
2024-12-03,Netflix Subscription,613.96,debit,Entertainment
2024-12-03,Spa & Wellness,1559.86,debit,Personal Care
2024-12-03,Myntra Fashion,2584.4,debit,Shopping
2024-12-04,DMart Purchase,1865.01,debit,Groceries
2024-12-04,Water Bill,562.18,debit,Utilities
2024-12-05,Uber Ride,459.46,debit,Transport
2024-12-05,Gym Membership,1266.09,debit,Healthcare
2024-12-06,Zomato Food Delivery,720.35,debit,Food & Dining
2024-12-07,Insurance Premium,4394.89,debit,Insurance
2024-12-07,Hair Salon,1353.32,debit,Personal Care
2024-12-07,Bonus Credit,38996.78,credit,Bonus
2024-12-08,Flipkart Order,4635.79,debit,Shopping
2024-12-09,BookMyShow Tickets,1418.63,debit,Entertainment
2024-12-09,Refund Credit,1314.29,credit,Refund
2024-12-10,Swiggy Order,765.69,debit,Food & Dining
2024-12-11,Gym Membership,833.93,debit,Healthcare
2024-12-12,Spotify Premium,119.0,debit,Entertainment
2024-12-12,Online Course,3799.08,debit,Education
2024-12-13,Book Purchase,1002.57,debit,Education
2024-12-13,Electricity Bill,1750.44,debit,Utilities
2024-12-15,Electricity Bill,2008.72,debit,Utilities
2024-12-15,Salary Credit,93359.72,credit,Salary
2024-12-16,Restaurant Dinner,538.47,debit,Food & Dining
2024-12-19,Interest Credit,1915.8,credit,Interest
2024-12-21,Metro Card Recharge,882.76,debit,Transport
2024-12-21,Airtel Mobile Bill,464.34,debit,Utilities
2024-12-22,Spotify Premium,119.0,debit,Entertainment
2024-12-22,Insurance Premium,5394.85,debit,Insurance
2024-12-25,Electricity Bill,1567.69,debit,Utilities
2024-12-25,Spa & Wellness,1799.26,debit,Personal Care
2024-12-26,Salary Credit,74897.57,credit,Salary
2024-12-26,Coffee Shop,113.19,debit,Food & Dining
2024-12-28,Electricity Bill,3747.65,debit,Utilities
2024-12-28,Uber Ride,372.87,debit,Transport
2024-12-31,Spotify Premium,119.0,debit,Entertainment
2024-12-31,Jio Recharge,544.7,debit,Utilities
2025-01-01,Dividend Credit,2400.63,credit,Investment
2025-01-03,MedPlus Medical Store,916.17,debit,Healthcare
2025-01-03,Insurance Premium,4579.44,debit,Insurance
2025-01-03,PVR Cinemas,498.55,debit,Entertainment
2025-01-03,Water Bill,296.22,debit,Utilities
