date,description,amount,transaction_type,category
2023-08-16,Metro Card Recharge,Rs 297.69,debit,Transport
2023-08-16,Interest Credit,Rs 850.02,credit,Interest
2023-08-17,Travel Booking,"Rs 17,480.58",debit,Travel
2023-08-17,Online Course,"Rs 2,881.78",debit,Education
2023-08-18,Amazon Purchase,"Rs 4,641.94",debit,Shopping
2023-08-19,Apollo Pharmacy,"Rs 1,197.99",debit,Healthcare
2023-08-19,Petrol/Diesel,"Rs 2,578.10",debit,Transport
2023-08-20,Coffee Shop,Rs 210.08,debit,Food & Dining
2023-08-21,BigBasket Groceries,"Rs 2,199.90",debit,Groceries
2023-08-21,Netflix Subscription,Rs 390.28,debit,Entertainment
2023-08-21,Spotify Premium,Rs 119.00,debit,Entertainment
2023-08-22,Amazon Purchase,Rs 844.41,debit,Shopping
2023-08-22,Coffee Shop,Rs 353.84,debit,Food & Dining
2023-08-22,Swiggy Order,Rs 449.71,debit,Food & Dining
2023-08-23,Book Purchase,Rs 986.44,debit,Education
2023-08-23,Online Course,"Rs 3,571.73",debit,Education
2023-08-24,MedPlus Medical Store,Rs 356.47,debit,Healthcare
2023-08-25,Reliance Fresh,Rs 560.55,debit,Groceries
2023-08-25,Book Purchase,"Rs 1,193.15",debit,Education
2023-08-26,Flipkart Order,"Rs 4,761.34",debit,Shopping
2023-08-27,Travel Booking,"Rs 11,008.57",debit,Travel
2023-08-27,Hotel Stay,"Rs 8,158.07",debit,Travel
2023-08-28,Ola Cab,Rs 344.51,debit,Transport
2023-08-30,Apollo Pharmacy,Rs 761.32,debit,Healthcare
2023-08-31,Petrol/Diesel,"Rs 2,939.44",debit,Transport
2023-08-31,Transfer Received,"Rs 40,764.84",credit,Transfer
2023-09-01,Travel Booking,"Rs 19,025.12",debit,Travel
2023-09-02,Interest Credit,"Rs 1,895.28",credit,Interest
2023-09-03,Spotify Premium,Rs 119.00,debit,Entertainment
2023-09-04,Refund Credit,"Rs 3,202.28",credit,Refund
2023-09-05,Metro Card Recharge,Rs 478.29,debit,Transport
2023-09-05,Apollo Pharmacy,"Rs 1,442.56",debit,Healthcare
2023-09-06,Uber Ride,Rs 490.46,debit,Transport
2023-09-06,Netflix Subscription,Rs 399.06,debit,Entertainment
2023-09-06,Coffee Shop,Rs 177.97,debit,Food & Dining
2023-09-06,Gym Membership,"Rs 2,213.68",debit,Healthcare
2023-09-06,Coffee Shop,Rs 261.54,debit,Food & Dining
2023-09-07,Ola Cab,Rs 481.09,debit,Transport
2023-09-08,MedPlus Medical Store,Rs 863.57,debit,Healthcare
2023-09-08,Coffee Shop,Rs 409.18,debit,Food & Dining
2023-09-08,Rental Income,"Rs 6,767.45",credit,Rental
2023-09-10,BookMyShow Tickets,"Rs 1,345.44",debit,Entertainment
2023-09-10,Petrol/Diesel,"Rs 2,455.29",debit,Transport
2023-09-11,Electricity Bill,"Rs 4,996.60",debit,Utilities
2023-09-12,Zomato Food Delivery,Rs 188.25,debit,Food & Dining
2023-09-12,Jio Recharge,Rs 427.76,debit,Utilities
2023-09-13,Hotel Stay,"Rs 3,211.98",debit,Travel
2023-09-13,Dividend Credit,"Rs 12,229.01",credit,Investment
2023-09-14,Water Bill,Rs 598.66,debit,Utilities
2023-09-14,Insurance Premium,"Rs 8,294.42",debit,Insurance
2023-09-14,Restaurant Dinner,"Rs 1,545.85",debit,Food & Dining
2023-09-15,Flipkart Order,"Rs 2,161.93",debit,Shopping
2023-09-16,Spotify Premium,Rs 119.00,debit,Entertainment
2023-09-16,Uber Ride,Rs 585.01,debit,Transport
2023-09-16,Restaurant Dinner,"Rs 2,248.50",debit,Food & Dining
2023-09-16,Coffee Shop,Rs 287.24,debit,Food & Dining
2023-09-16,BookMyShow Tickets,"Rs 1,235.79",debit,Entertainment
2023-09-18,School Fees,"Rs 2,892.37",debit,Education
2023-09-19,Hotel Stay,"Rs 2,718.26",debit,Travel
2023-09-19,Dividend Credit,"Rs 14,655.04",credit,Investment
2023-09-20,Flipkart Order,"Rs 5,107.07",debit,Shopping
2023-09-21,Book Purchase,"Rs 1,290.63",debit,Education
2023-09-22,Jio Recharge,Rs 513.68,debit,Utilities
2023-09-23,ATM Withdrawal,"Rs 4,582.47",debit,Others
2023-09-24,BigBasket Groceries,"Rs 3,838.65",debit,Groceries
2023-09-24,PVR Cinemas,Rs 349.14,debit,Entertainment
2023-09-24,School Fees,"Rs 14,790.09",debit,Education
2023-09-24,MedPlus Medical Store,"Rs 1,340.55",debit,Healthcare
2023-09-25,Bonus Credit,"Rs 6,962.54",credit,Bonus
2023-09-25,Spotify Premium,Rs 119.00,debit,Entertainment
2023-09-25,Transfer Received,"Rs 8,582.13",credit,Transfer
2023-09-26,Freelance Payment,"Rs 15,181.77",credit,Freelance
2023-09-27,Myntra Fashion,Rs 824.95,debit,Shopping
2023-09-27,DMart Purchase,"Rs 1,763.73",debit,Groceries
2023-09-27,Hair Salon,Rs 935.62,debit,Personal Care
2023-09-27,Travel Booking,"Rs 16,414.12",debit,Travel
2023-09-27,Restaurant Dinner,"Rs 1,039.68",debit,Food & Dining
2023-09-28,Transfer Received,"Rs 2,305.96",credit,Transfer
2023-09-28,Electricity Bill,Rs 877.71,debit,Utilities
2023-09-28,Myntra Fashion,"Rs 2,563.18",debit,Shopping
2023-09-28,BigBasket Groceries,Rs 479.33,debit,Groceries
2023-09-29,Ola Cab,Rs 217.26,debit,Transport
2023-09-30,Coffee Shop,Rs 201.42,debit,Food & Dining
2023-09-30,Rental Income,"Rs 23,344.54",credit,Rental
2023-10-02,Amazon Purchase,"Rs 1,312.61",debit,Shopping
2023-10-02,Zomato Food Delivery,Rs 626.11,debit,Food & Dining
2023-10-02,Swiggy Order,Rs 302.66,debit,Food & Dining
2023-10-02,Amazon Purchase,"Rs 3,355.08",debit,Shopping
2023-10-03,ATM Withdrawal,"Rs 2,714.62",debit,Others
2023-10-03,BigBasket Groceries,"Rs 1,265.83",debit,Groceries
2023-10-04,Freelance Payment,"Rs 7,759.47",credit,Freelance
2023-10-05,Spotify Premium,Rs 119.00,debit,Entertainment
2023-10-05,Swiggy Order,Rs 330.65,debit,Food & Dining
2023-10-08,Bonus Credit,"Rs 38,622.50",credit,Bonus
2023-10-08,Hotel Stay,"Rs 3,976.11",debit,Travel
2023-10-08,School Fees,"Rs 8,758.87",debit,Education
2023-10-09,BigBasket Groceries,Rs 505.55,debit,Groceries
2023-10-10,Zomato Food Delivery,Rs 751.89,debit,Food & Dining
2023-10-10,Maintenance Charges,Rs 774.85,debit,Housing
2023-10-10,Ola Cab,Rs 336.82,debit,Transport
2023-10-11,Flipkart Order,"Rs 1,541.96",debit,Shopping
2023-10-11,Myntra Fashion,Rs 594.73,debit,Shopping
2023-10-12,Book Purchase,Rs 276.29,debit,Education
2023-10-13,Apollo Pharmacy,Rs 187.57,debit,Healthcare
2023-10-13,Freelance Payment,"Rs 23,674.90",credit,Freelance
2023-10-14,Apollo Pharmacy,"Rs 1,001.30",debit,Healthcare
2023-10-14,Water Bill,Rs 600.33,debit,Utilities
2023-10-15,School Fees,"Rs 9,428.03",debit,Education
2023-10-16,Dividend Credit,"Rs 10,604.15",credit,Investment
2023-10-17,Zomato Food Delivery,Rs 216.32,debit,Food & Dining
2023-10-17,MedPlus Medical Store,Rs 910.21,debit,Healthcare
2023-10-17,Travel Booking,"Rs 18,650.99",debit,Travel
2023-10-18,Salary Credit,"Rs 98,863.99",credit,Salary
2023-10-18,Cashback Credit,Rs 368.39,credit,Cashback
2023-10-19,Airtel Mobile Bill,Rs 862.01,debit,Utilities
2023-10-20,Spotify Premium,Rs 119.00,debit,Entertainment
2023-10-21,Zomato Food Delivery,Rs 594.48,debit,Food & Dining
2023-10-21,Amazon Purchase,"Rs 3,325.03",debit,Shopping
2023-10-21,Swiggy Order,Rs 326.79,debit,Food & Dining
2023-10-22,Hair Salon,Rs 476.51,debit,Personal Care
2023-10-22,Apollo Pharmacy,Rs 525.42,debit,Healthcare
2023-10-22,BookMyShow Tickets,Rs 778.12,debit,Entertainment
2023-10-23,Restaurant Dinner,"Rs 2,967.70",debit,Food & Dining
2023-10-23,Electricity Bill,"Rs 2,126.88",debit,Utilities
2023-10-24,Airtel Mobile Bill,Rs 504.20,debit,Utilities
2023-10-25,DMart Purchase,"Rs 1,992.61",debit,Groceries
2023-10-26,Rental Income,"Rs 22,281.89",credit,Rental
2023-10-27,Myntra Fashion,"Rs 1,586.32",debit,Shopping
2023-10-27,School Fees,"Rs 9,042.15",debit,Education
2023-10-28,BigBasket Groceries,"Rs 2,023.86",debit,Groceries
2023-10-28,BigBasket Groceries,"Rs 3,839.36",debit,Groceries
2023-10-28,Petrol/Diesel,"Rs 3,375.96",debit,Transport
2023-10-28,Airtel Mobile Bill,Rs 575.02,debit,Utilities
2023-10-29,Hair Salon,Rs 967.31,debit,Personal Care
2023-10-29,Hotel Stay,"Rs 4,895.19",debit,Travel
2023-10-31,Swiggy Order,Rs 217.72,debit,Food & Dining
2023-10-31,Maintenance Charges,"Rs 2,756.66",debit,Housing
2023-11-01,Maintenance Charges,"Rs 1,895.84",debit,Housing
2023-11-01,BigBasket Groceries,"Rs 1,066.56",debit,Groceries
2023-11-01,Metro Card Recharge,Rs 539.71,debit,Transport
2023-11-01,Travel Booking,"Rs 11,440.01",debit,Travel
2023-11-02,Coffee Shop,Rs 139.11,debit,Food & Dining
2023-11-02,Netflix Subscription,Rs 437.43,debit,Entertainment
2023-11-03,Insurance Premium,"Rs 1,217.20",debit,Insurance
2023-11-04,Swiggy Order,Rs 144.67,debit,Food & Dining
2023-11-05,Petrol/Diesel,"Rs 2,039.11",debit,Transport
2023-11-06,Interest Credit,"Rs 1,083.83",credit,Interest
2023-11-06,Freelance Payment,"Rs 21,785.61",credit,Freelance
2023-11-07,Netflix Subscription,Rs 453.04,debit,Entertainment
2023-11-08,Flipkart Order,"Rs 4,207.41",debit,Shopping
2023-11-08,BookMyShow Tickets,Rs 228.05,debit,Entertainment
2023-11-08,Spa & Wellness,"Rs 1,389.60",debit,Personal Care
2023-11-08,Airtel Mobile Bill,Rs 961.41,debit,Utilities
2023-11-09,Hair Salon,"Rs 1,413.43",debit,Personal Care
2023-11-10,Amazon Purchase,"Rs 1,836.01",debit,Shopping
2023-11-11,Coffee Shop,Rs 283.88,debit,Food & Dining
2023-11-12,Gym Membership,"Rs 2,223.15",debit,Healthcare
2023-11-12,PVR Cinemas,Rs 272.95,debit,Entertainment
2023-11-13,Uber Ride,Rs 476.46,debit,Transport
2023-11-13,ATM Withdrawal,"Rs 1,615.77",debit,Others
2023-11-14,Insurance Premium,"Rs 3,499.46",debit,Insurance
2023-11-15,School Fees,"Rs 13,121.80",debit,Education
2023-11-16,Airtel Mobile Bill,Rs 328.77,debit,Utilities
2023-11-16,Book Purchase,Rs 673.50,debit,Education
2023-11-16,Electricity Bill,"Rs 2,129.96",debit,Utilities
2023-11-16,Rental Income,"Rs 16,566.02",credit,Rental
2023-11-17,PVR Cinemas,Rs 636.55,debit,Entertainment
2023-11-17,Petrol/Diesel,"Rs 3,495.48",debit,Transport
2023-11-17,ATM Withdrawal,"Rs 1,005.17",debit,Others
2023-11-18,Petrol/Diesel,"Rs 1,022.93",debit,Transport
2023-11-18,Insurance Premium,"Rs 8,250.23",debit,Insurance
2023-11-18,Hair Salon,Rs 828.74,debit,Personal Care
2023-11-19,Insurance Premium,"Rs 4,347.54",debit,Insurance
2023-11-20,Spa & Wellness,"Rs 2,213.27",debit,Personal Care
2023-11-21,Insurance Premium,"Rs 9,121.47",debit,Insurance
2023-11-21,Gym Membership,"Rs 1,171.07",debit,Healthcare
2023-11-21,Spa & Wellness,"Rs 1,186.34",debit,Personal Care
2023-11-22,BigBasket Groceries,"Rs 2,470.78",debit,Groceries
2023-11-22,Maintenance Charges,Rs 521.56,debit,Housing
2023-11-22,Rental Income,"Rs 9,517.81",credit,Rental
2023-11-22,Netflix Subscription,Rs 507.45,debit,Entertainment
2023-11-22,DMart Purchase,"Rs 3,246.80",debit,Groceries
2023-11-23,Insurance Premium,"Rs 8,807.20",debit,Insurance
2023-11-23,Swiggy Order,Rs 157.59,debit,Food & Dining
2023-11-24,Apollo Pharmacy,Rs 754.44,debit,Healthcare
2023-11-25,Myntra Fashion,"Rs 2,818.91",debit,Shopping
2023-11-25,Spotify Premium,Rs 119.00,debit,Entertainment
2023-11-26,Coffee Shop,Rs 204.22,debit,Food & Dining
2023-11-27,Book Purchase,"Rs 1,170.48",debit,Education
2023-11-28,Airtel Mobile Bill,Rs 757.04,debit,Utilities
2023-11-29,Book Purchase,Rs 972.66,debit,Education
2023-12-01,Reliance Fresh,"Rs 1,536.49",debit,Groceries
2023-12-01,Book Purchase,"Rs 1,147.17",debit,Education
2023-12-03,Water Bill,Rs 406.68,debit,Utilities
2023-12-05,Reliance Fresh,Rs 944.47,debit,Groceries
2023-12-06,Freelance Payment,"Rs 15,112.24",credit,Freelance
2023-12-07,Spa & Wellness,"Rs 2,215.80",debit,Personal Care
2023-12-07,BigBasket Groceries,"Rs 1,609.18",debit,Groceries
2023-12-07,Maintenance Charges,Rs 696.14,debit,Housing
2023-12-07,Interest Credit,"Rs 1,305.68",credit,Interest
2023-12-08,Spotify Premium,Rs 119.00,debit,Entertainment
2023-12-08,Gym Membership,"Rs 2,265.94",debit,Healthcare
2023-12-08,Insurance Premium,"Rs 6,971.95",debit,Insurance
2023-12-10,Netflix Subscription,Rs 264.91,debit,Entertainment
2023-12-11,Maintenance Charges,"Rs 1,571.00",debit,Housing
2023-12-12,Apollo Pharmacy,Rs 946.06,debit,Healthcare
2023-12-12,Water Bill,Rs 384.82,debit,Utilities
2023-12-13,Travel Booking,"Rs 15,606.90",debit,Travel
2023-12-13,MedPlus Medical Store,Rs 326.81,debit,Healthcare
2023-12-13,Metro Card Recharge,Rs 209.13,debit,Transport
2023-12-15,Interest Credit,"Rs 1,201.91",credit,Interest
2023-12-16,Apollo Pharmacy,"Rs 1,748.67",debit,Healthcare
2023-12-17,Zomato Food Delivery,Rs 433.17,debit,Food & Dining
2023-12-18,Netflix Subscription,Rs 242.09,debit,Entertainment
2023-12-18,Water Bill,Rs 294.64,debit,Utilities
2023-12-18,Dividend Credit,"Rs 12,234.66",credit,Investment
2023-12-18,Electricity Bill,"Rs 1,195.04",debit,Utilities
2023-12-19,Refund Credit,"Rs 3,367.64",credit,Refund
2023-12-19,Transfer Received,"Rs 14,040.15",credit,Transfer
2023-12-19,School Fees,"Rs 5,569.76",debit,Education
2023-12-20,Airtel Mobile Bill,Rs 658.91,debit,Utilities
2023-12-21,Travel Booking,"Rs 9,740.87",debit,Travel
2023-12-21,Netflix Subscription,Rs 200.40,debit,Entertainment
2023-12-22,Zomato Food Delivery,Rs 520.68,debit,Food & Dining
2023-12-23,Salary Credit,"Rs 116,105.27",credit,Salary
2023-12-23,Travel Booking,"Rs 2,085.81",debit,Travel
2023-12-23,Reliance Fresh,Rs 843.00,debit,Groceries
2023-12-25,Swiggy Order,Rs 523.84,debit,Food & Dining
2023-12-25,Water Bill,Rs 282.98,debit,Utilities
2023-12-25,Transfer Received,"Rs 34,032.60",credit,Transfer
2023-12-25,Rental Income,"Rs 23,445.47",credit,Rental
2023-12-26,Interest Credit,"Rs 1,104.65",credit,Interest
2023-12-27,Myntra Fashion,"Rs 2,187.51",debit,Shopping
2023-12-27,Metro Card Recharge,Rs 683.30,debit,Transport
2023-12-27,PVR Cinemas,Rs 650.14,debit,Entertainment
2023-12-28,Flipkart Order,"Rs 3,460.56",debit,Shopping
2023-12-29,Maintenance Charges,"Rs 2,211.24",debit,Housing
2023-12-29,Restaurant Dinner,"Rs 2,345.88",debit,Food & Dining
2023-12-30,Bonus Credit,"Rs 42,635.93",credit,Bonus
2023-12-30,Travel Booking,"Rs 17,107.50",debit,Travel
2023-12-30,Coffee Shop,Rs 235.79,debit,Food & Dining
2023-12-30,BookMyShow Tickets,Rs 551.21,debit,Entertainment
2023-12-31,PVR Cinemas,Rs 768.36,debit,Entertainment
2024-01-02,Spotify Premium,Rs 119.00,debit,Entertainment
2024-01-02,BigBasket Groceries,"Rs 2,769.37",debit,Groceries
2024-01-02,Airtel Mobile Bill,Rs 535.93,debit,Utilities
2024-01-03,Myntra Fashion,"Rs 2,932.53",debit,Shopping
2024-01-03,Apollo Pharmacy,"Rs 1,505.42",debit,Healthcare
2024-01-04,Ola Cab,Rs 333.52,debit,Transport
2024-01-05,Swiggy Order,Rs 311.76,debit,Food & Dining
2024-01-05,Swiggy Order,Rs 472.05,debit,Food & Dining
2024-01-06,Netflix Subscription,Rs 430.31,debit,Entertainment
2024-01-06,Coffee Shop,Rs 394.82,debit,Food & Dining
2024-01-06,Myntra Fashion,"Rs 3,228.13",debit,Shopping
2024-01-06,Jio Recharge,Rs 311.07,debit,Utilities
2024-01-08,PVR Cinemas,Rs 611.46,debit,Entertainment
2024-01-08,Restaurant Dinner,"Rs 2,436.26",debit,Food & Dining
2024-01-08,Restaurant Dinner,Rs 575.97,debit,Food & Dining
2024-01-09,Coffee Shop,Rs 420.66,debit,Food & Dining
2024-01-10,Travel Booking,"Rs 2,119.33",debit,Travel
2024-01-11,Maintenance Charges,Rs 936.29,debit,Housing
2024-01-12,House Rent,"Rs 29,963.04",debit,Housing
2024-01-12,Airtel Mobile Bill,Rs 491.54,debit,Utilities
2024-01-12,Spotify Premium,Rs 119.00,debit,Entertainment
2024-01-12,Reliance Fresh,Rs 411.51,debit,Groceries
2024-01-13,Myntra Fashion,"Rs 3,653.34",debit,Shopping
2024-01-14,BigBasket Groceries,Rs 707.74,debit,Groceries
2024-01-15,Restaurant Dinner,"Rs 1,824.46",debit,Food & Dining
2024-01-16,Water Bill,Rs 692.80,debit,Utilities
2024-01-16,Metro Card Recharge,Rs 347.62,debit,Transport
2024-01-16,Hair Salon,"Rs 1,301.83",debit,Personal Care
2024-01-16,Water Bill,Rs 713.22,debit,Utilities
2024-01-17,Zomato Food Delivery,Rs 212.40,debit,Food & Dining
2024-01-17,Dividend Credit,"Rs 5,097.90",credit,Investment
2024-01-18,Uber Ride,Rs 105.76,debit,Transport
2024-01-19,Dividend Credit,"Rs 6,818.63",credit,Investment
2024-01-20,MedPlus Medical Store,Rs 866.83,debit,Healthcare
2024-01-20,Rental Income,"Rs 20,271.96",credit,Rental
2024-01-20,Petrol/Diesel,"Rs 3,858.57",debit,Transport
2024-01-22,Spotify Premium,Rs 119.00,debit,Entertainment
2024-01-22,Petrol/Diesel,"Rs 2,276.91",debit,Transport
2024-01-23,PVR Cinemas,Rs 701.46,debit,Entertainment
2024-01-24,Insurance Premium,"Rs 1,602.76",debit,Insurance
2024-01-26,Maintenance Charges,"Rs 2,085.73",debit,Housing
2024-01-26,Swiggy Order,Rs 474.62,debit,Food & Dining
2024-01-26,Insurance Premium,"Rs 8,919.59",debit,Insurance
2024-01-27,Online Course,Rs 558.73,debit,Education
2024-01-27,Reliance Fresh,Rs 657.71,debit,Groceries
2024-01-27,Airtel Mobile Bill,Rs 771.18,debit,Utilities
2024-01-28,Zomato Food Delivery,Rs 771.90,debit,Food & Dining
2024-01-29,Refund Credit,"Rs 2,601.52",credit,Refund
2024-01-30,Maintenance Charges,"Rs 1,371.40",debit,Housing
2024-01-31,Hotel Stay,"Rs 7,477.19",debit,Travel
2024-01-31,Ola Cab,Rs 381.06,debit,Transport
2024-02-01,Swiggy Order,Rs 745.47,debit,Food & Dining
2024-02-02,Uber Ride,Rs 541.85,debit,Transport
2024-02-03,Amazon Purchase,"Rs 6,458.18",debit,Shopping
2024-02-04,Transfer Received,"Rs 22,155.12",credit,Transfer
2024-02-06,Salary Credit,"Rs 44,223.51",credit,Salary
2024-02-06,BigBasket Groceries,"Rs 3,330.76",debit,Groceries
2024-02-07,Book Purchase,Rs 810.83,debit,Education
2024-02-07,BigBasket Groceries,"Rs 2,136.42",debit,Groceries
2024-02-07,Freelance Payment,"Rs 12,231.89",credit,Freelance
2024-02-07,Bonus Credit,"Rs 19,300.82",credit,Bonus
2024-02-08,Apollo Pharmacy,"Rs 1,374.71",debit,Healthcare
2024-02-08,BookMyShow Tickets,Rs 937.29,debit,Entertainment
2024-02-08,BigBasket Groceries,"Rs 3,561.49",debit,Groceries
2024-02-09,Apollo Pharmacy,Rs 912.99,debit,Healthcare
2024-02-09,Salary Credit,"Rs 95,628.72",credit,Salary
2024-02-09,House Rent,"Rs 19,121.46",debit,Housing
2024-02-10,Amazon Purchase,Rs 296.96,debit,Shopping
2024-02-10,Travel Booking,"Rs 3,774.94",debit,Travel
2024-02-11,Online Course,"Rs 1,011.35",debit,Education
2024-02-14,BookMyShow Tickets,"Rs 1,468.86",debit,Entertainment
2024-02-15,House Rent,"Rs 14,652.00",debit,Housing
2024-02-15,Cashback Credit,Rs 356.26,credit,Cashback
2024-02-16,DMart Purchase,"Rs 3,193.35",debit,Groceries
2024-02-17,Flipkart Order,"Rs 5,051.55",debit,Shopping
2024-02-17,Insurance Premium,"Rs 9,505.64",debit,Insurance
2024-02-17,Transfer Received,"Rs 37,976.12",credit,Transfer
2024-02-18,Restaurant Dinner,"Rs 2,771.59",debit,Food & Dining
2024-02-20,Metro Card Recharge,Rs 401.05,debit,Transport
2024-02-20,BookMyShow Tickets,"Rs 1,484.86",debit,Entertainment
2024-02-20,Travel Booking,"Rs 7,223.89",debit,Travel
2024-02-20,MedPlus Medical Store,Rs 698.95,debit,Healthcare
2024-02-20,Salary Credit,"Rs 85,971.95",credit,Salary
2024-02-21,MedPlus Medical Store,Rs 474.38,debit,Healthcare
2024-02-21,House Rent,"Rs 21,686.95",debit,Housing
2024-02-21,PVR Cinemas,Rs 482.57,debit,Entertainment
2024-02-22,Airtel Mobile Bill,Rs 686.48,debit,Utilities
2024-02-23,Flipkart Order,"Rs 1,161.66",debit,Shopping
2024-02-23,Reliance Fresh,Rs 956.47,debit,Groceries
2024-02-24,Airtel Mobile Bill,Rs 643.27,debit,Utilities
2024-02-25,PVR Cinemas,Rs 417.57,debit,Entertainment
2024-02-25,Electricity Bill,"Rs 3,040.61",debit,Utilities
2024-02-25,Restaurant Dinner,Rs 775.22,debit,Food & Dining
2024-02-26,Book Purchase,"Rs 1,083.25",debit,Education
2024-02-27,Insurance Premium,"Rs 7,182.67",debit,Insurance
2024-02-27,Hair Salon,Rs 449.74,debit,Personal Care
2024-02-27,Airtel Mobile Bill,Rs 735.84,debit,Utilities
2024-02-29,Metro Card Recharge,Rs 877.25,debit,Transport
2024-02-29,Petrol/Diesel,"Rs 2,637.44",debit,Transport
2024-03-01,PVR Cinemas,Rs 282.67,debit,Entertainment
2024-03-02,Coffee Shop,Rs 279.87,debit,Food & Dining
2024-03-02,Flipkart Order,"Rs 3,520.13",debit,Shopping
2024-03-02,Dividend Credit,"Rs 1,090.44",credit,Investment
2024-03-02,Bonus Credit,"Rs 33,921.52",credit,Bonus
2024-03-03,Book Purchase,Rs 438.60,debit,Education
2024-03-03,School Fees,"Rs 9,198.45",debit,Education
2024-03-03,Book Purchase,"Rs 1,382.66",debit,Education
2024-03-03,Metro Card Recharge,Rs 646.89,debit,Transport
2024-03-04,Coffee Shop,Rs 402.96,debit,Food & Dining
2024-03-05,Airtel Mobile Bill,Rs 807.24,debit,Utilities
2024-03-05,Reliance Fresh,"Rs 1,703.09",debit,Groceries
2024-03-06,BookMyShow Tickets,Rs 587.75,debit,Entertainment
2024-03-06,Airtel Mobile Bill,Rs 454.86,debit,Utilities
2024-03-09,Apollo Pharmacy,"Rs 1,029.88",debit,Healthcare
2024-03-10,Coffee Shop,Rs 385.65,debit,Food & Dining
2024-03-10,Restaurant Dinner,Rs 557.98,debit,Food & Dining
2024-03-11,Swiggy Order,Rs 508.72,debit,Food & Dining
2024-03-12,Hair Salon,"Rs 1,303.87",debit,Personal Care
2024-03-12,Myntra Fashion,"Rs 2,672.04",debit,Shopping
2024-03-15,DMart Purchase,"Rs 3,391.23",debit,Groceries
2024-03-16,Gym Membership,"Rs 2,092.24",debit,Healthcare
2024-03-16,Netflix Subscription,Rs 388.80,debit,Entertainment
2024-03-17,Water Bill,Rs 326.77,debit,Utilities
2024-03-18,Coffee Shop,Rs 428.55,debit,Food & Dining
2024-03-18,Swiggy Order,Rs 398.37,debit,Food & Dining
2024-03-19,Jio Recharge,Rs 493.85,debit,Utilities
2024-03-19,Amazon Purchase,"Rs 7,909.81",debit,Shopping
2024-03-19,MedPlus Medical Store,Rs 694.07,debit,Healthcare
2024-03-19,Hotel Stay,"Rs 4,656.17",debit,Travel
2024-03-19,ATM Withdrawal,"Rs 4,007.34",debit,Others
2024-03-20,Dividend Credit,"Rs 2,159.81",credit,Investment
2024-03-20,Book Purchase,Rs 615.63,debit,Education
2024-03-20,Insurance Premium,"Rs 1,834.57",debit,Insurance
2024-03-21,Spa & Wellness,"Rs 2,371.40",debit,Personal Care
2024-03-21,MedPlus Medical Store,Rs 92.32,debit,Healthcare
2024-03-22,Rental Income,"Rs 11,805.27",credit,Rental
2024-03-22,Jio Recharge,Rs 390.91,debit,Utilities
2024-03-22,Myntra Fashion,"Rs 1,009.25",debit,Shopping
2024-03-23,Metro Card Recharge,Rs 704.17,debit,Transport
2024-03-24,Amazon Purchase,"Rs 7,144.49",debit,Shopping
2024-03-26,School Fees,"Rs 2,404.66",debit,Education
2024-03-26,Insurance Premium,"Rs 1,356.56",debit,Insurance
2024-03-26,Uber Ride,Rs 560.38,debit,Transport
2024-03-26,Online Course,"Rs 1,855.84",debit,Education
2024-03-27,Bonus Credit,"Rs 46,079.36",credit,Bonus
2024-03-27,BigBasket Groceries,"Rs 1,268.85",debit,Groceries
2024-03-27,DMart Purchase,Rs 474.32,debit,Groceries
2024-03-27,Petrol/Diesel,Rs 722.65,debit,Transport
2024-03-27,Freelance Payment,"Rs 5,908.40",credit,Freelance
2024-03-28,Zomato Food Delivery,Rs 408.01,debit,Food & Dining
2024-03-29,Hair Salon,Rs 502.18,debit,Personal Care
2024-03-30,BigBasket Groceries,"Rs 2,660.49",debit,Groceries
2024-03-31,Water Bill,Rs 780.89,debit,Utilities
2024-03-31,Uber Ride,Rs 465.55,debit,Transport
2024-03-31,Electricity Bill,"Rs 1,906.31",debit,Utilities
2024-03-31,Jio Recharge,Rs 455.01,debit,Utilities
2024-04-01,PVR Cinemas,Rs 790.67,debit,Entertainment
2024-04-01,ATM Withdrawal,Rs 811.00,debit,Others
2024-04-01,Spotify Premium,Rs 119.00,debit,Entertainment
2024-04-01,House Rent,"Rs 21,438.03",debit,Housing
2024-04-02,Dividend Credit,"Rs 11,584.12",credit,Investment
2024-04-03,Netflix Subscription,Rs 624.07,debit,Entertainment
2024-04-05,Hair Salon,Rs 731.67,debit,Personal Care
2024-04-05,Interest Credit,"Rs 2,978.27",credit,Interest
2024-04-05,Restaurant Dinner,"Rs 1,548.24",debit,Food & Dining
2024-04-07,Hair Salon,"Rs 1,038.68",debit,Personal Care
2024-04-08,Water Bill,Rs 397.14,debit,Utilities
2024-04-09,Jio Recharge,Rs 539.33,debit,Utilities
2024-04-09,DMart Purchase,"Rs 2,726.18",debit,Groceries
2024-04-10,House Rent,"Rs 21,768.07",debit,Housing
2024-04-13,Airtel Mobile Bill,Rs 627.18,debit,Utilities
2024-04-13,Maintenance Charges,"Rs 2,137.29",debit,Housing
2024-04-14,Hotel Stay,"Rs 9,317.94",debit,Travel
2024-04-14,House Rent,"Rs 25,915.72",debit,Housing
2024-04-15,Ola Cab,Rs 155.27,debit,Transport
2024-04-15,Metro Card Recharge,Rs 218.05,debit,Transport
2024-04-16,Maintenance Charges,Rs 524.83,debit,Housing
2024-04-16,DMart Purchase,"Rs 1,596.43",debit,Groceries
2024-04-16,Bonus Credit,"Rs 36,782.47",credit,Bonus
