date,description,amount,transaction_type,category
2020-12-08,Bonus Credit,INR 58863.90,credit,Income
2020-12-08,School Bus Fees,INR 2618.08,debit,Education
2020-12-09,Netflix Subscription,INR 385.48,debit,Subscriptions
2020-12-10,DMart Purchase,INR 832.39,debit,Groceries
2020-12-11,Car Servicing,INR 4411.56,debit,Transportation
2020-12-11,Amazon Purchase,INR 803.50,debit,Shopping
2020-12-12,Maid/Cook Salary,INR 6096.42,debit,Miscellaneous
2020-12-12,Kids Clothing,INR 650.64,debit,Shopping
2020-12-12,Home Appliance Purchase,INR 9802.84,debit,Shopping
2020-12-13,Family Restaurant,INR 1227.15,debit,Food & Dining
2020-12-14,Bonus Credit,INR 33723.72,credit,Income
2020-12-14,Ola Cab,INR 280.88,debit,Transportation
2020-12-17,Toys & Games,INR 1633.49,debit,Shopping
2020-12-18,Household Repairs,INR 13317.77,debit,Housing
2020-12-19,Household Repairs,INR 10031.68,debit,Housing
2020-12-19,Amazon Purchase,INR 6817.67,debit,Shopping
2020-12-19,Refund Credit,INR 1854.94,credit,Income
2020-12-19,Reliance Fresh,INR 1086.04,debit,Groceries
2020-12-20,BookMyShow Tickets,INR 1043.58,debit,Entertainment
2020-12-21,Reliance Fresh,INR 851.54,debit,Groceries
2020-12-21,Maid/Cook Salary,INR 3779.63,debit,Miscellaneous
2020-12-21,Zomato Food Delivery,INR 255.78,debit,Food & Dining
2020-12-22,YouTube Premium,INR 139.00,debit,Subscriptions
2020-12-22,YouTube Premium,INR 139.00,debit,Subscriptions
2020-12-23,BigBasket Groceries,INR 2375.27,debit,Groceries
2020-12-23,More Supermarket,INR 133.61,debit,Groceries
2020-12-24,Myntra Fashion,INR 961.23,debit,Shopping
2020-12-24,Uber Ride,INR 488.47,debit,Transportation
2020-12-25,Kids Clothing,INR 1189.33,debit,Shopping
2020-12-25,Uber Ride,INR 223.27,debit,Transportation
2020-12-27,Rental Income,INR 7825.82,credit,Income
2020-12-28,Family Vacation,INR 9156.46,debit,Travel
2020-12-28,Ola Cab,INR 225.32,debit,Transportation
2020-12-29,Family Restaurant,INR 3845.51,debit,Food & Dining
2020-12-30,Milk Monthly,INR 856.70,debit,Groceries
2020-12-31,Amazon Purchase,INR 1173.03,debit,Shopping
2020-12-31,Hotstar Subscription,INR 524.29,debit,Subscriptions
2021-01-02,Refund Credit,INR 3335.38,credit,Income
2021-01-02,Tuition Teacher,INR 4081.80,debit,Education
2021-01-04,BigBasket Groceries,INR 3576.89,debit,Groceries
2021-01-05,Milk Monthly,INR 883.85,debit,Groceries
2021-01-05,Milk Monthly,INR 820.06,debit,Groceries
2021-01-05,Wife Salary,INR 46068.29,credit,Income
2021-01-05,Flipkart Order,INR 4815.03,debit,Shopping
2021-01-05,Family Vacation,INR 5732.28,debit,Travel
2021-01-07,Interest Credit,INR 2290.03,credit,Income
2021-01-07,DMart Purchase,INR 1867.51,debit,Groceries
2021-01-08,Rental Income,INR 12498.39,credit,Income
2021-01-09,Ajio Clothing,INR 710.05,debit,Shopping
2021-01-10,Rental Income,INR 14192.67,credit,Income
2021-01-10,BigBasket Groceries,INR 1013.33,debit,Groceries
2021-01-11,Household Repairs,INR 13254.69,debit,Housing
2021-01-11,YouTube Premium,INR 139.00,debit,Subscriptions
2021-01-12,Uber Ride,INR 134.37,debit,Transportation
2021-01-12,Refund Credit,INR 2734.25,credit,Income
2021-01-14,Uber Ride,INR 297.33,debit,Transportation
2021-01-17,Milk Monthly,INR 1102.07,debit,Groceries
2021-01-17,Household Repairs,INR 15663.04,debit,Housing
2021-01-18,Interest Credit,INR 1528.98,credit,Income
2021-01-18,Spotify Premium,INR 119.00,debit,Subscriptions
2021-01-18,Household Repairs,INR 6351.98,debit,Housing
2021-01-18,School Bus Fees,INR 2783.28,debit,Education
2021-01-18,Property Tax,INR 3028.05,debit,Housing
2021-01-19,Children's Birthday Party,INR 10621.67,debit,Entertainment
2021-01-19,Amazon Prime,INR 703.68,debit,Subscriptions
2021-01-20,More Supermarket,INR 1072.36,debit,Groceries
2021-01-21,Zomato Food Delivery,INR 238.86,debit,Food & Dining
2021-01-22,Rental Income,INR 14618.37,credit,Income
2021-01-22,Family Restaurant,INR 3546.67,debit,Food & Dining
2021-01-22,Rapido Bike Taxi,INR 47.83,debit,Transportation
2021-01-23,Wife Salary,INR 62571.04,credit,Income
2021-01-23,School Bus Fees,INR 3115.16,debit,Education
2021-01-23,Property Tax,INR 6187.05,debit,Housing
2021-01-24,Family Vacation,INR 6792.41,debit,Travel
2021-01-24,Property Tax,INR 1514.01,debit,Housing
2021-01-24,Zomato Food Delivery,INR 596.04,debit,Food & Dining
2021-01-25,Amazon Purchase,INR 478.46,debit,Shopping
2021-01-25,Swiggy Order,INR 852.76,debit,Food & Dining
2021-01-27,Family Vacation,INR 33577.20,debit,Travel
2021-01-28,Tuition Teacher,INR 6669.64,debit,Education
2021-01-28,Interest Credit,INR 1773.46,credit,Income
2021-01-29,Flipkart Order,INR 4764.29,debit,Shopping
2021-01-29,More Supermarket,INR 1788.52,debit,Groceries
2021-02-02,Uber Ride,INR 122.83,debit,Transportation
2021-02-02,Maid/Cook Salary,INR 3463.86,debit,Miscellaneous
2021-02-02,Wife Salary,INR 89668.31,credit,Income
2021-02-03,Toys & Games,INR 2003.62,debit,Shopping
2021-02-04,Maid/Cook Salary,INR 5524.91,debit,Miscellaneous
2021-02-05,Myntra Fashion,INR 503.75,debit,Shopping
2021-02-05,Car Servicing,INR 5247.49,debit,Transportation
2021-02-06,Car EMI,INR 13728.52,debit,Transportation
2021-02-07,Toys & Games,INR 4681.48,debit,Shopping
2021-02-08,Zomato Food Delivery,INR 603.74,debit,Food & Dining
2021-02-09,Family Restaurant,INR 3070.80,debit,Food & Dining
2021-02-11,YouTube Premium,INR 139.00,debit,Subscriptions
2021-02-15,School Bus Fees,INR 3605.00,debit,Education
2021-02-15,Household Repairs,INR 13948.08,debit,Housing
2021-02-17,Maid/Cook Salary,INR 9280.53,debit,Miscellaneous
2021-02-18,Husband Salary,INR 93624.13,credit,Income
2021-02-18,Hotstar Subscription,INR 719.52,debit,Subscriptions
2021-02-19,Swiggy Order,INR 790.78,debit,Food & Dining
2021-02-19,Car EMI,INR 8784.20,debit,Transportation
2021-02-21,YouTube Premium,INR 139.00,debit,Subscriptions
2021-02-24,Maid/Cook Salary,INR 5144.44,debit,Miscellaneous
2021-02-26,Hotstar Subscription,INR 382.87,debit,Subscriptions
2021-02-26,Zomato Food Delivery,INR 333.79,debit,Food & Dining
2021-02-26,Amazon Purchase,INR 3761.05,debit,Shopping
2021-02-27,Cashback Credit,INR 480.42,credit,Income
2021-02-27,Kids Clothing,INR 552.31,debit,Shopping
2021-02-28,Family Restaurant,INR 1380.08,debit,Food & Dining
2021-03-01,Rental Income,INR 5728.35,credit,Income
2021-03-01,Children's Birthday Party,INR 6334.97,debit,Entertainment
2021-03-02,Netflix Subscription,INR 166.20,debit,Subscriptions
2021-03-05,Children's Birthday Party,INR 12635.46,debit,Entertainment
2021-03-06,More Supermarket,INR 1423.31,debit,Groceries
2021-03-07,Cashback Credit,INR 275.32,credit,Income
2021-03-07,Spotify Premium,INR 119.00,debit,Subscriptions
2021-03-08,Children's Birthday Party,INR 2999.28,debit,Entertainment
2021-03-08,Children's Birthday Party,INR 11035.96,debit,Entertainment
2021-03-09,YouTube Premium,INR 139.00,debit,Subscriptions
2021-03-10,Toys & Games,INR 4497.99,debit,Shopping
2021-03-11,Spotify Premium,INR 119.00,debit,Subscriptions
2021-03-11,Tuition Teacher,INR 5756.52,debit,Education
2021-03-12,Refund Credit,INR 4831.52,credit,Income
2021-03-12,Children's Birthday Party,INR 14516.12,debit,Entertainment
2021-03-13,Netflix Subscription,INR 245.88,debit,Subscriptions
2021-03-14,DMart Purchase,INR 3305.91,debit,Groceries
2021-03-14,Uber Ride,INR 81.30,debit,Transportation
2021-03-14,Ajio Clothing,INR 3462.93,debit,Shopping
2021-03-15,Vegetable Vendor,INR 640.54,debit,Groceries
2021-03-17,YouTube Premium,INR 139.00,debit,Subscriptions
2021-03-18,Property Tax,INR 3499.84,debit,Housing
2021-03-18,Refund Credit,INR 2126.15,credit,Income
2021-03-18,Rapido Bike Taxi,INR 126.31,debit,Transportation
2021-03-19,Meesho Order,INR 261.78,debit,Shopping
2021-03-20,Zomato Food Delivery,INR 221.17,debit,Food & Dining
2021-03-21,Milk Monthly,INR 688.71,debit,Groceries
2021-03-21,Refund Credit,INR 4399.37,credit,Income
2021-03-21,Myntra Fashion,INR 3902.28,debit,Shopping
2021-03-23,Hotstar Subscription,INR 198.36,debit,Subscriptions
2021-03-24,Kids Clothing,INR 2782.39,debit,Shopping
2021-03-25,BigBasket Groceries,INR 814.34,debit,Groceries
2021-03-25,Maid/Cook Salary,INR 9755.92,debit,Miscellaneous
2021-03-26,Reliance Fresh,INR 813.38,debit,Groceries
2021-03-27,Rapido Bike Taxi,INR 182.24,debit,Transportation
2021-03-27,Tuition Teacher,INR 4092.04,debit,Education
2021-03-27,Meesho Order,INR 1419.06,debit,Shopping
2021-03-28,Myntra Fashion,INR 1769.91,debit,Shopping
2021-03-29,Rental Income,INR 15829.30,credit,Income
2021-03-29,Toys & Games,INR 4395.41,debit,Shopping
2021-03-29,Tuition Teacher,INR 4537.91,debit,Education
2021-03-30,Swiggy Order,INR 340.93,debit,Food & Dining
2021-03-30,Home Appliance Purchase,INR 15626.22,debit,Shopping
2021-03-31,Property Tax,INR 1267.53,debit,Housing
2021-04-01,BookMyShow Tickets,INR 949.81,debit,Entertainment
2021-04-02,BookMyShow Tickets,INR 793.67,debit,Entertainment
2021-04-03,Kids Clothing,INR 1614.03,debit,Shopping
2021-04-05,Spotify Premium,INR 119.00,debit,Subscriptions
2021-04-05,BigBasket Groceries,INR 1095.20,debit,Groceries
2021-04-06,Children's Birthday Party,INR 7628.78,debit,Entertainment
2021-04-06,More Supermarket,INR 477.38,debit,Groceries
2021-04-07,Milk Monthly,INR 834.63,debit,Groceries
2021-04-08,Amazon Purchase,INR 1604.15,debit,Shopping
2021-04-09,Ajio Clothing,INR 2095.02,debit,Shopping
2021-04-09,Kids Clothing,INR 776.78,debit,Shopping
2021-04-09,Refund Credit,INR 774.75,credit,Income
2021-04-09,Flipkart Order,INR 2032.14,debit,Shopping
2021-04-12,Zomato Food Delivery,INR 599.68,debit,Food & Dining
2021-04-13,Car EMI,INR 14324.65,debit,Transportation
2021-04-13,Car EMI,INR 12107.30,debit,Transportation
2021-04-14,Amazon Purchase,INR 714.73,debit,Shopping
2021-04-14,Refund Credit,INR 345.31,credit,Income
2021-04-16,Household Repairs,INR 15379.11,debit,Housing
2021-04-17,Maid/Cook Salary,INR 9368.54,debit,Miscellaneous
2021-04-20,Refund Credit,INR 676.44,credit,Income
2021-04-20,Hotstar Subscription,INR 420.09,debit,Subscriptions
2021-04-21,Children's Birthday Party,INR 9210.20,debit,Entertainment
2021-04-21,Kids Clothing,INR 1512.30,debit,Shopping
2021-04-23,Children's Birthday Party,INR 5112.02,debit,Entertainment
2021-04-25,Milk Monthly,INR 752.89,debit,Groceries
2021-04-27,DMart Purchase,INR 1183.38,debit,Groceries
2021-04-27,Zomato Food Delivery,INR 813.75,debit,Food & Dining
2021-04-27,Car Servicing,INR 9199.78,debit,Transportation
2021-04-29,Ola Cab,INR 196.90,debit,Transportation
2021-04-30,Rental Income,INR 13907.74,credit,Income
2021-04-30,Tuition Teacher,INR 4348.46,debit,Education
2021-04-30,Refund Credit,INR 2926.57,credit,Income
2021-05-01,Kids Clothing,INR 2429.41,debit,Shopping
2021-05-01,Household Repairs,INR 14072.89,debit,Housing
2021-05-01,More Supermarket,INR 1474.96,debit,Groceries
2021-05-01,Zomato Food Delivery,INR 216.88,debit,Food & Dining
2021-05-02,Myntra Fashion,INR 3942.37,debit,Shopping
2021-05-04,Car EMI,INR 18567.02,debit,Transportation
2021-05-05,Tuition Teacher,INR 5068.73,debit,Education
2021-05-05,Car Servicing,INR 3504.03,debit,Transportation
2021-05-06,Netflix Subscription,INR 378.07,debit,Subscriptions
2021-05-06,Vegetable Vendor,INR 643.99,debit,Groceries
2021-05-07,Children's Birthday Party,INR 5606.50,debit,Entertainment
2021-05-07,Netflix Subscription,INR 563.53,debit,Subscriptions
2021-05-08,Rental Income,INR 15617.44,credit,Income
2021-05-09,Toys & Games,INR 4751.30,debit,Shopping
2021-05-14,Myntra Fashion,INR 1465.15,debit,Shopping
2021-05-14,Uber Ride,INR 579.74,debit,Transportation
2021-05-15,Flipkart Order,INR 832.45,debit,Shopping
2021-05-16,Rapido Bike Taxi,INR 179.34,debit,Transportation
2021-05-16,Car EMI,INR 11190.47,debit,Transportation
2021-05-16,Ola Cab,INR 72.93,debit,Transportation
2021-05-16,Maid/Cook Salary,INR 5928.65,debit,Miscellaneous
2021-05-17,Milk Monthly,INR 735.10,debit,Groceries
2021-05-18,Swiggy Order,INR 897.85,debit,Food & Dining
2021-05-18,Vegetable Vendor,INR 464.03,debit,Groceries
2021-05-19,Meesho Order,INR 1665.38,debit,Shopping
2021-05-19,Bonus Credit,INR 32901.32,credit,Income
2021-05-20,Flipkart Order,INR 5899.15,debit,Shopping
2021-05-20,BookMyShow Tickets,INR 462.30,debit,Entertainment
2021-05-23,Family Restaurant,INR 2199.95,debit,Food & Dining
2021-05-26,BigBasket Groceries,INR 1999.56,debit,Groceries
2021-05-26,Kids Clothing,INR 1310.67,debit,Shopping
2021-05-26,DMart Purchase,INR 593.29,debit,Groceries
2021-05-26,Children's Birthday Party,INR 6711.22,debit,Entertainment
2021-05-26,Family Vacation,INR 24186.91,debit,Travel
2021-05-27,DMart Purchase,INR 804.52,debit,Groceries
2021-05-30,Family Vacation,INR 30133.93,debit,Travel
2021-05-30,Wife Salary,INR 54213.51,credit,Income
2021-05-30,BookMyShow Tickets,INR 1234.40,debit,Entertainment
2021-05-31,Rapido Bike Taxi,INR 43.22,debit,Transportation
2021-05-31,Amazon Prime,INR 255.68,debit,Subscriptions
2021-06-02,Swiggy Order,INR 210.04,debit,Food & Dining
2021-06-03,Children's Birthday Party,INR 2969.23,debit,Entertainment
2021-06-03,Car Servicing,INR 9583.49,debit,Transportation
2021-06-03,More Supermarket,INR 1547.10,debit,Groceries
2021-06-03,BookMyShow Tickets,INR 502.43,debit,Entertainment
2021-06-05,Household Repairs,INR 13597.38,debit,Housing
2021-06-05,Flipkart Order,INR 3581.12,debit,Shopping
2021-06-05,Interest Credit,INR 3269.92,credit,Income
2021-06-06,Rapido Bike Taxi,INR 171.76,debit,Transportation
2021-06-07,Milk Monthly,INR 773.54,debit,Groceries
2021-06-07,YouTube Premium,INR 139.00,debit,Subscriptions
2021-06-09,Household Repairs,INR 13144.96,debit,Housing
2021-06-09,Tuition Teacher,INR 6521.48,debit,Education
2021-06-09,Car EMI,INR 11718.42,debit,Transportation
2021-06-10,Cashback Credit,INR 1194.63,credit,Income
2021-06-12,Vegetable Vendor,INR 579.57,debit,Groceries
2021-06-12,DMart Purchase,INR 759.59,debit,Groceries
2021-06-14,Kids Clothing,INR 1108.81,debit,Shopping
2021-06-14,Zomato Food Delivery,INR 398.70,debit,Food & Dining
2021-06-15,More Supermarket,INR 1357.06,debit,Groceries
2021-06-16,BigBasket Groceries,INR 936.30,debit,Groceries
2021-06-16,Reliance Fresh,INR 451.51,debit,Groceries
2021-06-17,Netflix Subscription,INR 613.37,debit,Subscriptions
2021-06-17,Uber Ride,INR 85.87,debit,Transportation
2021-06-18,Property Tax,INR 4461.68,debit,Housing
2021-06-18,Ajio Clothing,INR 3032.92,debit,Shopping
2021-06-20,Reliance Fresh,INR 208.63,debit,Groceries
2021-06-21,Reliance Fresh,INR 490.04,debit,Groceries
2021-06-21,Kids Clothing,INR 1455.82,debit,Shopping
2021-06-21,More Supermarket,INR 1696.87,debit,Groceries
2021-06-21,Household Repairs,INR 4318.99,debit,Housing
2021-06-22,Children's Birthday Party,INR 5855.64,debit,Entertainment
2021-06-22,Maid/Cook Salary,INR 4280.15,debit,Miscellaneous
2021-06-22,Cashback Credit,INR 1592.00,credit,Income
2021-06-23,Family Vacation,INR 46524.23,debit,Travel
2021-06-23,Netflix Subscription,INR 442.21,debit,Subscriptions
2021-06-25,Car EMI,INR 10852.98,debit,Transportation
2021-06-26,Husband Salary,INR 95365.22,credit,Income
2021-06-28,Reliance Fresh,INR 1989.37,debit,Groceries
2021-06-28,Household Repairs,INR 16114.16,debit,Housing
2021-06-30,Spotify Premium,INR 119.00,debit,Subscriptions
2021-07-01,Property Tax,INR 7756.06,debit,Housing
2021-07-01,More Supermarket,INR 1484.59,debit,Groceries
2021-07-01,Hotstar Subscription,INR 619.98,debit,Subscriptions
2021-07-02,Property Tax,INR 3303.94,debit,Housing
2021-07-02,Meesho Order,INR 1776.14,debit,Shopping
2021-07-02,Family Restaurant,INR 2240.46,debit,Food & Dining
2021-07-04,Tuition Teacher,INR 4186.67,debit,Education
2021-07-05,Meesho Order,INR 1497.69,debit,Shopping
2021-07-06,Flipkart Order,INR 1954.06,debit,Shopping
2021-07-06,Meesho Order,INR 443.60,debit,Shopping
2021-07-07,YouTube Premium,INR 139.00,debit,Subscriptions
2021-07-08,Milk Monthly,INR 974.99,debit,Groceries
2021-07-08,Netflix Subscription,INR 210.52,debit,Subscriptions
2021-07-08,Hotstar Subscription,INR 806.30,debit,Subscriptions
2021-07-10,Family Restaurant,INR 3274.17,debit,Food & Dining
2021-07-11,Swiggy Order,INR 251.25,debit,Food & Dining
2021-07-12,Interest Credit,INR 3541.01,credit,Income
2021-07-12,DMart Purchase,INR 3385.35,debit,Groceries
2021-07-12,Amazon Purchase,INR 5582.79,debit,Shopping
2021-07-13,BookMyShow Tickets,INR 1481.02,debit,Entertainment
2021-07-14,Family Restaurant,INR 3600.51,debit,Food & Dining
2021-07-17,Wife Salary,INR 81826.86,credit,Income
2021-07-17,BookMyShow Tickets,INR 874.89,debit,Entertainment
2021-07-18,Property Tax,INR 6514.17,debit,Housing
2021-07-19,Car EMI,INR 9474.96,debit,Transportation
2021-07-20,Family Restaurant,INR 2419.56,debit,Food & Dining
2021-07-20,Toys & Games,INR 3131.69,debit,Shopping
2021-07-21,Car Servicing,INR 2526.14,debit,Transportation
2021-07-22,Ola Cab,INR 204.85,debit,Transportation
2021-07-23,YouTube Premium,INR 139.00,debit,Subscriptions
2021-07-25,Rapido Bike Taxi,INR 89.74,debit,Transportation
2021-07-26,Interest Credit,INR 2155.47,credit,Income
2021-07-26,Bonus Credit,INR 41704.58,credit,Income
2021-07-26,Meesho Order,INR 827.48,debit,Shopping
2021-07-27,Car EMI,INR 14888.55,debit,Transportation
2021-07-28,Refund Credit,INR 1776.41,credit,Income
2021-07-28,Family Restaurant,INR 1647.35,debit,Food & Dining
2021-07-29,Wife Salary,INR 66831.37,credit,Income
2021-07-29,Wife Salary,INR 68337.14,credit,Income
2021-07-30,YouTube Premium,INR 139.00,debit,Subscriptions
2021-07-30,Tuition Teacher,INR 7865.77,debit,Education
2021-07-31,BigBasket Groceries,INR 1540.24,debit,Groceries
2021-07-31,Interest Credit,INR 1757.91,credit,Income
2021-07-31,Uber Ride,INR 181.98,debit,Transportation
2021-07-31,Property Tax,INR 1571.59,debit,Housing
2021-08-01,Meesho Order,INR 441.23,debit,Shopping
2021-08-03,Zomato Food Delivery,INR 526.72,debit,Food & Dining
2021-08-05,Amazon Purchase,INR 959.56,debit,Shopping
2021-08-05,YouTube Premium,INR 139.00,debit,Subscriptions
2021-08-06,Ola Cab,INR 353.35,debit,Transportation
2021-08-06,Hotstar Subscription,INR 606.63,debit,Subscriptions
2021-08-07,Property Tax,INR 7895.97,debit,Housing
2021-08-07,Reliance Fresh,INR 292.98,debit,Groceries
2021-08-09,More Supermarket,INR 713.37,debit,Groceries
2021-08-10,Property Tax,INR 2367.53,debit,Housing
2021-08-10,Netflix Subscription,INR 234.87,debit,Subscriptions
2021-08-11,BookMyShow Tickets,INR 570.71,debit,Entertainment
2021-08-12,Property Tax,INR 3517.95,debit,Housing
2021-08-13,Ajio Clothing,INR 2914.42,debit,Shopping
2021-08-13,Spotify Premium,INR 119.00,debit,Subscriptions
2021-08-14,Kids Clothing,INR 1255.75,debit,Shopping
2021-08-15,Amazon Prime,INR 575.84,debit,Subscriptions
2021-08-16,More Supermarket,INR 317.38,debit,Groceries
2021-08-17,Uber Ride,INR 452.90,debit,Transportation
2021-08-18,Reliance Fresh,INR 918.53,debit,Groceries
2021-08-18,Amazon Purchase,INR 7472.10,debit,Shopping
2021-08-18,Car Servicing,INR 10326.34,debit,Transportation
2021-08-19,Family Vacation,INR 12436.99,debit,Travel
2021-08-20,Car Servicing,INR 3555.03,debit,Transportation
2021-08-21,Vegetable Vendor,INR 986.34,debit,Groceries
2021-08-22,Meesho Order,INR 847.08,debit,Shopping
2021-08-22,Family Vacation,INR 40269.66,debit,Travel
2021-08-24,School Bus Fees,INR 2039.30,debit,Education
2021-08-25,Refund Credit,INR 727.86,credit,Income
2021-08-25,Maid/Cook Salary,INR 4611.27,debit,Miscellaneous
2021-08-26,Swiggy Order,INR 554.53,debit,Food & Dining
2021-08-29,Milk Monthly,INR 1005.46,debit,Groceries
2021-08-29,Car EMI,INR 10656.11,debit,Transportation
2021-08-30,Tuition Teacher,INR 4290.38,debit,Education
2021-08-31,Ola Cab,INR 409.65,debit,Transportation
2021-08-31,Toys & Games,INR 1583.76,debit,Shopping
2021-09-02,Amazon Prime,INR 452.53,debit,Subscriptions
2021-09-02,Milk Monthly,INR 949.27,debit,Groceries
2021-09-02,Amazon Prime,INR 848.01,debit,Subscriptions
2021-09-03,Property Tax,INR 2155.24,debit,Housing
2021-09-03,Swiggy Order,INR 476.85,debit,Food & Dining
2021-09-04,Milk Monthly,INR 609.23,debit,Groceries
2021-09-05,Swiggy Order,INR 135.77,debit,Food & Dining
2021-09-06,Tuition Teacher,INR 6421.58,debit,Education
2021-09-06,More Supermarket,INR 1051.39,debit,Groceries
2021-09-06,BookMyShow Tickets,INR 1155.02,debit,Entertainment
2021-09-10,Ajio Clothing,INR 3226.26,debit,Shopping
2021-09-11,Husband Salary,INR 70985.65,credit,Income
2021-09-13,Family Restaurant,INR 3516.99,debit,Food & Dining
2021-09-14,Milk Monthly,INR 722.21,debit,Groceries
2021-09-16,Maid/Cook Salary,INR 5389.36,debit,Miscellaneous
2021-09-16,Amazon Purchase,INR 2332.39,debit,Shopping
2021-09-17,DMart Purchase,INR 263.23,debit,Groceries
2021-09-19,Milk Monthly,INR 973.82,debit,Groceries
2021-09-20,Wife Salary,INR 64133.61,credit,Income
2021-09-23,Myntra Fashion,INR 2405.33,debit,Shopping
2021-09-26,Tuition Teacher,INR 4792.44,debit,Education
2021-09-29,Spotify Premium,INR 119.00,debit,Subscriptions
2021-09-30,BigBasket Groceries,INR 1337.07,debit,Groceries
2021-09-30,Amazon Prime,INR 635.84,debit,Subscriptions
2021-09-30,Hotstar Subscription,INR 349.03,debit,Subscriptions
2021-10-01,Vegetable Vendor,INR 280.47,debit,Groceries
2021-10-01,Children's Birthday Party,INR 2708.23,debit,Entertainment
2021-10-01,Husband Salary,INR 144499.30,credit,Income
2021-10-01,Zomato Food Delivery,INR 613.89,debit,Food & Dining
2021-10-01,Home Appliance Purchase,INR 39997.80,debit,Shopping
2021-10-02,Toys & Games,INR 1980.06,debit,Shopping
2021-10-03,More Supermarket,INR 329.17,debit,Groceries
2021-10-03,Hotstar Subscription,INR 276.72,debit,Subscriptions
2021-10-04,Vegetable Vendor,INR 388.67,debit,Groceries
2021-10-05,Bonus Credit,INR 16892.30,credit,Income
2021-10-06,School Bus Fees,INR 3952.08,debit,Education
2021-10-06,Car EMI,INR 11867.56,debit,Transportation
2021-10-07,Car Servicing,INR 8514.03,debit,Transportation
2021-10-08,Toys & Games,INR 493.09,debit,Shopping
2021-10-08,School Bus Fees,INR 1831.06,debit,Education
2021-10-08,BookMyShow Tickets,INR 965.20,debit,Entertainment
2021-10-08,School Bus Fees,INR 2564.02,debit,Education
2021-10-08,BigBasket Groceries,INR 2148.36,debit,Groceries
2021-10-09,More Supermarket,INR 379.84,debit,Groceries
2021-10-09,Children's Birthday Party,INR 6600.90,debit,Entertainment
2021-10-09,BigBasket Groceries,INR 2749.45,debit,Groceries
2021-10-11,BookMyShow Tickets,INR 302.70,debit,Entertainment
2021-10-11,Milk Monthly,INR 855.44,debit,Groceries
2021-10-13,Ajio Clothing,INR 1755.29,debit,Shopping
2021-10-14,Property Tax,INR 7914.94,debit,Housing
2021-10-14,Swiggy Order,INR 620.97,debit,Food & Dining
2021-10-15,Uber Ride,INR 208.97,debit,Transportation
2021-10-16,Bonus Credit,INR 18533.55,credit,Income
2021-10-16,DMart Purchase,INR 2538.46,debit,Groceries
2021-10-16,Car EMI,INR 19779.09,debit,Transportation
2021-10-18,Ola Cab,INR 158.05,debit,Transportation
2021-10-18,Maid/Cook Salary,INR 7017.04,debit,Miscellaneous
2021-10-18,Uber Ride,INR 102.21,debit,Transportation
2021-10-19,Car Servicing,INR 11598.82,debit,Transportation
2021-10-21,Hotstar Subscription,INR 221.50,debit,Subscriptions
2021-10-21,Rapido Bike Taxi,INR 134.05,debit,Transportation
2021-10-22,Uber Ride,INR 466.41,debit,Transportation
2021-10-22,YouTube Premium,INR 139.00,debit,Subscriptions
2021-10-23,Reliance Fresh,INR 1022.17,debit,Groceries
2021-10-23,Vegetable Vendor,INR 576.57,debit,Groceries
2021-10-24,Uber Ride,INR 86.14,debit,Transportation
2021-10-24,Myntra Fashion,INR 1182.94,debit,Shopping
2021-10-26,Amazon Purchase,INR 3336.21,debit,Shopping
2021-10-26,Home Appliance Purchase,INR 8262.84,debit,Shopping
2021-10-26,Rental Income,INR 15169.37,credit,Income
2021-10-27,Amazon Purchase,INR 7463.18,debit,Shopping
2021-10-29,YouTube Premium,INR 139.00,debit,Subscriptions
2021-10-30,Uber Ride,INR 411.81,debit,Transportation
2021-10-30,Car Servicing,INR 6275.25,debit,Transportation
2021-11-01,Hotstar Subscription,INR 289.28,debit,Subscriptions
2021-11-01,Car EMI,INR 12988.11,debit,Transportation
2021-11-02,Zomato Food Delivery,INR 522.83,debit,Food & Dining
2021-11-03,Children's Birthday Party,INR 6720.62,debit,Entertainment
2021-11-05,Kids Clothing,INR 2023.82,debit,Shopping
2021-11-05,Amazon Prime,INR 269.68,debit,Subscriptions
2021-11-05,More Supermarket,INR 685.11,debit,Groceries
2021-11-07,Spotify Premium,INR 119.00,debit,Subscriptions
2021-11-09,BigBasket Groceries,INR 1565.23,debit,Groceries
2021-11-09,Household Repairs,INR 11475.90,debit,Housing
2021-11-09,Rapido Bike Taxi,INR 101.91,debit,Transportation
2021-11-10,Property Tax,INR 1150.85,debit,Housing
2021-11-10,Car Servicing,INR 6075.07,debit,Transportation
2021-11-10,BookMyShow Tickets,INR 771.47,debit,Entertainment
2021-11-10,Car Servicing,INR 9780.85,debit,Transportation
2021-11-11,Maid/Cook Salary,INR 6735.69,debit,Miscellaneous
2021-11-12,Toys & Games,INR 439.13,debit,Shopping
2021-11-13,Hotstar Subscription,INR 480.16,debit,Subscriptions
2021-11-16,Netflix Subscription,INR 573.43,debit,Subscriptions
2021-11-16,Family Restaurant,INR 2347.69,debit,Food & Dining
2021-11-17,More Supermarket,INR 1489.34,debit,Groceries
2021-11-17,Milk Monthly,INR 1152.33,debit,Groceries
2021-11-17,Property Tax,INR 5313.33,debit,Housing
2021-11-17,Maid/Cook Salary,INR 7552.44,debit,Miscellaneous
2021-11-18,Home Appliance Purchase,INR 37596.36,debit,Shopping
2021-11-19,Property Tax,INR 5006.33,debit,Housing
2021-11-19,Spotify Premium,INR 119.00,debit,Subscriptions
